gene,importance
HBA1,0.00015139278837973083
PPA1,0.0001513778313356219
PLIN2,0.0001503004337693598
ARPC3,0.00014918971782137966
HIF1A,0.00014685379522242468
ELF1,0.00014281220113368878
ITM2A,0.0001387986596100238
KLF1,0.00013644014385505974
ACTG1,0.00013303823939243728
MEIS1,0.00013278711893461375
NEXN-AS1,0.00013128899124666976
LINC01943,0.00013023986600264458
ID2,0.00012993388122397727
SSR4,0.0001289119343343491
DGKE,0.00012679692053694703
NPDC1,0.0001244808839666447
PSMA7,0.0001192370260073204
SYNM,0.00011922582554613303
CLEC7A,0.00011657850674704439
EIF2AK1,0.00011497195709331317
AFF3,0.0001148507015239397
FABP5,0.0001147761903671484
MYB,0.0001135730418548985
H3F3A,0.00011296875244190222
CD36,0.00011295045341215329
RHOC,0.00011191411631779968
FERMT3,0.00011171953564048359
NFIX,0.0001106472490260029
GBP1,0.00011034364216241211
PSMA4,0.00011030818068095017
SDF2L1,0.00011003112523462107
TYMS,0.00011001258639059608
RAB10,0.00010964344920933316
LDHA,0.00010962617004745403
GATA3,0.00010873738597572753
PHOSPHO1,0.00010837600688197373
IGHV5-10-1,0.0001079347188670129
LYAR,0.00010735084279012153
NRGN,0.00010584160078058132
AP000692.2,0.00010526724271107725
REXO2,0.00010470881431221309
LTBP1,0.00010451403907467928
ACTB,0.00010401582665468273
GADD45A,0.00010379074101694199
SNAP23,0.00010287912360287245
FCGR3A,0.00010012209488420591
TALDO1,9.927878839201838e-05
KLRB1,9.926014418638288e-05
HSPB1,9.924588899366726e-05
SLC18A2,9.847846456891414e-05
C21orf58,9.782331064998778e-05
AC243829.4,9.737162489168978e-05
TRBC1,9.724663680235841e-05
NCK2,9.641628755584043e-05
CMC1,9.47853324175116e-05
CARMIL1,9.460408071427622e-05
TTN,9.443269314616786e-05
TNFSF13B,9.428675451268747e-05
AC133644.2,9.41090456612785e-05
ATP1B1,9.351001896659608e-05
CPEB4,9.286419829027642e-05
RNF141,9.219724254557696e-05
CST7,9.19384317555449e-05
HMGB2,9.053531062781996e-05
RIOK3,9.034331166799542e-05
DNMT1,9.028644321587911e-05
NFKBIZ,8.93955385172078e-05
FCER1G,8.933487074113849e-05
PRKAR2B,8.927244274301394e-05
RFLNB,8.903830347472123e-05
SMIM1,8.864558259050504e-05
ATP2B1-AS1,8.794074271931746e-05
CD3G,8.760135004334741e-05
UBB,8.648163148945226e-05
BEX3,8.643888546247837e-05
VSIR,8.546162649446079e-05
HEMGN,8.47937748402927e-05
LAIR2,8.379864143599752e-05
VSIG4,8.33523312847813e-05
AL034397.3,8.334980794661818e-05
IFIT1B,8.25779637421902e-05
MCEMP1,8.250385949754022e-05
HOPX,8.011866694785966e-05
CCR4,7.944983650387739e-05
DERL3,7.91144981932994e-05
ALAS2,7.844919400755233e-05
GMPR,7.835148445309466e-05
BIN2,7.788634267240062e-05
ARL4C,7.788142428820937e-05
RDH11,7.730848788860018e-05
NT5M,7.674406362916454e-05
TRIP13,7.664539222819529e-05
SLC25A37,7.616478156887357e-05
ID1,7.579400106785198e-05
STMN1,7.570674221080902e-05
TPM4,7.525704371532203e-05
MFAP5,7.445748490560065e-05
SOWAHC,7.385611315261283e-05
NQO2,7.352939326308514e-05
DUT,7.343673103685092e-05
HMGB3,7.331619196805422e-05
NEU1,7.312610141820088e-05
MYL6,7.265161461712715e-05
VAMP5,7.217510823078801e-05
SLC26A4-AS1,7.172060398395107e-05
PTGDS,7.13853110033381e-05
CSRP1,7.108009847167136e-05
EPB42,7.104928979825513e-05
PLXDC2,7.089871678710302e-05
PRDM1,7.082618628033151e-05
BASP1,7.082136275087607e-05
PASK,7.0379007554379e-05
HSPD1,7.024919785480491e-05
PDLIM1,6.984199483877699e-05
RAB5IF,6.964473475573351e-05
ADTRP,6.917045342979462e-05
UBE2H,6.886404226550953e-05
ABCC4,6.88146227401165e-05
LAYN,6.708549876202408e-05
AC011139.1,6.706626520070554e-05
SLC4A1,6.702891092778455e-05
PHKB,6.691647771935395e-05
HIST1H1A,6.670870889941387e-05
AKAP9,6.669876363823867e-05
KIF2A,6.63577651418401e-05
GZMK,6.616665623593794e-05
AC015912.3,6.536758872468105e-05
LMAN1,6.469995559301551e-05
OSCAR,6.448456574433593e-05
TP53INP1,6.440160516896713e-05
ANK1,6.40490531754297e-05
C19orf33,6.391787071932344e-05
SH3BGRL2,6.327955055561905e-05
HOTAIRM1,6.26205148197387e-05
CD3D,6.225649326676573e-05
LGALS3,6.218831544223981e-05
CXCL5,6.187568488670928e-05
KDELR2,6.181504187139275e-05
AK5,6.175530500349405e-05
CNKSR3,6.0590763100203694e-05
ASAP1,6.0324114199910854e-05
IRF7,6.013267371191408e-05
ENTPD1,5.9707803622027765e-05
ERV3-1,5.969239501819667e-05
FGL2,5.962379971294956e-05
IL2RB,5.9544316887090696e-05
AC020916.1,5.9364960732056806e-05
MPP1,5.925595435988417e-05
GLRX,5.854548070211418e-05
ARRDC4,5.8332962252784415e-05
DHRS3,5.780555957028828e-05
AC020656.1,5.762537805296879e-05
PLSCR1,5.738761312208115e-05
KLK1,5.728293549909117e-05
TMEM56,5.7194337639871345e-05
PELI1,5.600317831795573e-05
DENND2C,5.57229454489702e-05
GNAQ,5.553146402961429e-05
STX3,5.543702653609928e-05
ANXA1,5.5290551976773114e-05
GZMA,5.52610166302955e-05
TECPR2,5.495611751709708e-05
HBQ1,5.4933561947858815e-05
MISP3,5.481080267759879e-05
CTNNAL1,5.475142730111422e-05
LMNB1,5.4610847694532144e-05
TTK,5.4283667933693e-05
VNN2,5.3415978558350544e-05
GNB5,5.339914633152411e-05
PDIA3,5.307661650935398e-05
LY9,5.297332205494414e-05
DNAH12,5.2466481197972665e-05
CTSZ,5.215259835266616e-05
PLEK,5.211104660393299e-05
CHEK1,5.162003252958757e-05
FAM133A,5.1554721126051046e-05
CMIP,5.1481787386977177e-05
CYSTM1,5.143974485281242e-05
TIMP4,5.138939770406516e-05
NORAD,5.123460399028446e-05
XPNPEP1,5.113239913687736e-05
AL022323.4,5.060852422841942e-05
KCNK6,5.0499883372161985e-05
RRM1,5.042970726012322e-05
IFRD1,5.041346889424386e-05
TNFSF4,5.030709546333867e-05
ID3,5.029177680623596e-05
SKA3,5.012106276857905e-05
MKI67,5.0108508397356354e-05
RAB37,5.0036078199391136e-05
CEP350,4.990463360441538e-05
MT1X,4.990226291093123e-05
TUBA1B,4.9811854649496344e-05
SOD2,4.940171280374162e-05
MEGF9,4.91484880024574e-05
FKBP5,4.88446815284617e-05
CARD16,4.86622834410408e-05
AC245128.3,4.8622892138497134e-05
TNNT1,4.8524562548465254e-05
KIR2DL1,4.795850214028826e-05
HELLS,4.7888436888470774e-05
HSBP1,4.7754212924880754e-05
STXBP5,4.7745641030628547e-05
RPS27L,4.772086804440232e-05
FAM210B,4.7618116034627745e-05
TRIP11,4.7449097216633045e-05
TPST1,4.735144360148166e-05
INF2,4.7018501584733366e-05
IMPA2,4.6976636444080636e-05
SRGAP1,4.6556426950501584e-05
SSR3,4.6501048660737516e-05
THOC2,4.62209280546215e-05
CCND2,4.58669679918916e-05
TRBV6-2,4.574530082647588e-05
METTL7A,4.564743946708091e-05
FAM214B,4.53081619803562e-05
RIPOR3,4.529027764922263e-05
MLLT3,4.522867892227394e-05
CX3CR1,4.5082969545716145e-05
WDR76,4.4689701714043736e-05
MAN1A1,4.46741824991458e-05
KLHL42,4.452828989770301e-05
GAS7,4.447083556162288e-05
CYTL1,4.4458486295105963e-05
LINC00570,4.409607581321347e-05
SH3BP2,4.37612021269017e-05
MCF2L,4.3589669986628574e-05
MCM7,4.3511671940940894e-05
BRI3,4.3346192784524355e-05
SEPT10,4.331654261647051e-05
TAF7L,4.326402987656506e-05
MS4A1,4.306499509112665e-05
CLIC3,4.276467124217756e-05
GNA15,4.2636693116113715e-05
HIST1H2AJ,4.2526126875005794e-05
GP6,4.23445798141671e-05
CDCA7,4.2171116692239706e-05
NCAPG,4.196075802029343e-05
NXF3,4.1727949271865895e-05
SDS,4.162158263343938e-05
EIF4G3,4.152996990005654e-05
SERPINB2,4.14723689235168e-05
CR1,4.132754456829509e-05
VMO1,4.1219342608746616e-05
CTSC,4.1192021066861554e-05
VIM-AS1,4.1103056706061704e-05
TNFAIP3,4.109839372950843e-05
HSPA8,4.1052963410407514e-05
PECAM1,4.104053054001159e-05
F2R,4.090133860584859e-05
LAP3,4.067907958448781e-05
DCAF12,4.0651044595742796e-05
CCT5,4.048341716590002e-05
MRPL51,4.044557765601479e-05
ARHGAP21,4.028841809902429e-05
TPM3,4.000470272617441e-05
BCL7A,4.0000383417913375e-05
NECAB3,3.996560563165944e-05
LINC00926,3.9936892604348045e-05
ATAD2,3.9407506957530165e-05
TRAF1,3.9335569578935187e-05
ANKRD28,3.919956123828853e-05
DDIT4L,3.916972785205809e-05
ARHGEF12,3.916790972622882e-05
AKR1C3,3.9115848102843895e-05
PLEKHF2,3.899433091886104e-05
FHL2,3.877301284480238e-05
AKR7A2,3.8545557192804826e-05
EFHD2,3.847724650629761e-05
GLIPR2,3.840892779594411e-05
SMIM3,3.830107186460973e-05
C20orf27,3.827756483070172e-05
TMEM107,3.824178784810859e-05
LINC02446,3.822678069564997e-05
MAD2L1,3.798650229954766e-05
CD4,3.787544412646895e-05
TMEM167A,3.786084727225853e-05
PRDX3,3.7640000088234127e-05
ACTR2,3.7578105592034436e-05
DAAM2,3.754911343245026e-05
GPSM2,3.7262351174001855e-05
TPO,3.720677420572347e-05
CEP152,3.704600010181593e-05
AF131216.5,3.696802617107593e-05
NCF4,3.695544458657463e-05
CSF3R,3.6771555032173593e-05
BCL2L14,3.6657572594274985e-05
TRBV3-1,3.657820083174563e-05
AGTRAP,3.648676735355372e-05
MYL4,3.646205449207376e-05
FAM69B,3.636865311452461e-05
IGKC,3.618456484287417e-05
AL365361.1,3.607603206207666e-05
GLRX5,3.600874469567139e-05
FERMT2,3.595535676491634e-05
RAP1B,3.574151170219441e-05
CENPA,3.570715271717753e-05
CTSA,3.568197614913603e-05
HNRNPAB,3.562631567232714e-05
CD34,3.5475312282999015e-05
NABP1,3.547076209300164e-05
TLK1,3.537780627929781e-05
VEGFC,3.5309628420433045e-05
TNFRSF13C,3.520268149850038e-05
GCLM,3.510430240703722e-05
MTURN,3.492994581924314e-05
TMEM14C,3.485567245293619e-05
ADA2,3.4770356684643485e-05
CD69,3.475687827690129e-05
AC004585.1,3.4625648943926876e-05
DUSP2,3.462336676708088e-05
IL1R2,3.4530148378648496e-05
ITGB3,3.4520874068210634e-05
TRIM58,3.448447313062936e-05
SIDT2,3.434203768416485e-05
SAMD9L,3.432159303291305e-05
SAT1,3.3834158926322747e-05
MXD1,3.370959273312142e-05
PYCARD,3.367727683654179e-05
CTSD,3.367529143306667e-05
CTTN,3.3588695984195946e-05
TLN1,3.357240137872994e-05
ZFP36L1,3.352154557077292e-05
RASSF6,3.3513390181159344e-05
TSPAN33,3.3410050217599366e-05
TCEAL9,3.333880109496226e-05
MTRNR2L12,3.323817186394639e-05
RAB32,3.308216409883243e-05
DAPP1,3.3012113625447045e-05
GZMH,3.30041982309566e-05
VXN,3.29290450857652e-05
H2AFY,3.2841532997038885e-05
CCDC71L,3.2772406751371514e-05
CENPN,3.273358633605605e-05
TNFSF9,3.2597768339194026e-05
OSM,3.251102436433784e-05
ST3GAL4,3.2504902500182035e-05
KCNIP4-IT1,3.238983313885966e-05
VIM,3.22830519631542e-05
MAP2K1,3.227044700488827e-05
SSX2IP,3.223606431528837e-05
TNNI3,3.206453448211816e-05
TRAF4,3.188241852955455e-05
RASL11A,3.185468714647828e-05
PEG10,3.177669785467505e-05
MBOAT2,3.1716530047942453e-05
TUBA1A,3.1708875808201544e-05
TBC1D4,3.169740297974718e-05
FCER2,3.15883757575551e-05
NAMPT,3.15244113458249e-05
F13A1,3.148387756622885e-05
CERS2,3.147433652450967e-05
IGHG3,3.144890161429155e-05
LGALS1,3.144497822954613e-05
TRBV14,3.140246566881947e-05
NPL,3.1374978725133146e-05
VWF,3.1186105734893615e-05
MAP1A,3.11155526321252e-05
C11orf96,3.076134016048729e-05
AP003498.1,3.075973652184122e-05
HIST1H1E,3.072013350184403e-05
AHNAK,3.054389218160048e-05
FNIP2,3.0385132865515774e-05
IRF4,3.026680248628325e-05
RRAD,3.0169536528218025e-05
RGS10,3.0051220765375064e-05
MSC,3.0035361931791205e-05
CCND3,2.9944705461614015e-05
H2AFJ,2.992910240972123e-05
CPOX,2.9898358150194344e-05
ANPEP,2.9633661887107842e-05
ANXA6,2.950350091650582e-05
CLCN3,2.9399137473726156e-05
FLNA,2.936137118346618e-05
HSPH1,2.9276228248899597e-05
SAV1,2.9236359193853415e-05
TNNC2,2.920255055128578e-05
TIMP1,2.9157745434991554e-05
MTSS1,2.914191781805102e-05
CST3,2.8973906536461958e-05
KIFAP3,2.896363933498777e-05
AP002478.1,2.8742255460962317e-05
DYNLL1,2.861727682062434e-05
ERBIN,2.8590756067924325e-05
ARF4,2.8235364618818936e-05
LRP12,2.8223849681911504e-05
TAB2,2.817373619001593e-05
CCDC34,2.8131754766118497e-05
CCL4L2,2.8099924897345028e-05
APOE,2.8026098886823662e-05
SLC40A1,2.7995816920491318e-05
ILK,2.7853082184483762e-05
SPINT2,2.7803868032354316e-05
AGPAT2,2.777661692561019e-05
OPHN1,2.7766042115064035e-05
CKS1B,2.7741037338285185e-05
LINC00989,2.762322901700002e-05
TRAC,2.7551662793024258e-05
TIMP3,2.753798397393713e-05
DBI,2.7501589185546956e-05
KLF9,2.735849972399216e-05
ANKDD1A,2.7337936574108482e-05
PHTF2,2.720872831794587e-05
IRAK3,2.719588452514758e-05
OLFM4,2.717255665880519e-05
LIPH,2.717230561150167e-05
MAP4K5,2.71404840538513e-05
HNMT,2.711078951025811e-05
FADS1,2.695498030918701e-05
CA2,2.6946683330276863e-05
ACER3,2.6842262671759684e-05
TRIM13,2.6833482381929837e-05
UBE2T,2.6823281200323644e-05
EMC3,2.6820004070072652e-05
MME,2.6809022701681603e-05
AIG1,2.677962594967194e-05
GPX4,2.6643449213121394e-05
SYNE1,2.654811536104714e-05
LPAR5,2.6477420428016197e-05
SEC11C,2.6459498683973214e-05
UBE2L6,2.6437558180363016e-05
CREG1,2.639494778661365e-05
WASF3,2.6386004356322687e-05
KRT86,2.6349158720498504e-05
LAT,2.633841617519121e-05
NDUFB3,2.629720448557202e-05
CD79B,2.6259080183442277e-05
LTA4H,2.6176235428582257e-05
RYR2,2.6095391223392014e-05
RGS1,2.6093397650223848e-05
GYPB,2.6089604269382264e-05
ADI1,2.591171284063014e-05
KIAA1586,2.5891671391762942e-05
PRKAR1B,2.584793911484176e-05
FMN1,2.5749594420085043e-05
BTK,2.5373792345950728e-05
KIFC3,2.5241830084737564e-05
BHLHE41,2.5144692827424607e-05
CORO1C,2.5082059457623732e-05
S100A12,2.497987485711152e-05
TPI1,2.4905415997216512e-05
BBS12,2.4870042084007666e-05
NDUFAF3,2.4737364616298902e-05
COL24A1,2.4717260174792396e-05
TSPAN32,2.4713279175172927e-05
HIST1H2AG,2.4552037503733627e-05
PLP2,2.4547886426979108e-05
AL512598.1,2.454692744467232e-05
CD320,2.4507162405762505e-05
PRMT1,2.4375556348676017e-05
ALOX5AP,2.4165832381885464e-05
TRAV20,2.3769406118542017e-05
KIF20B,2.3680313440346303e-05
CTSH,2.365027840574823e-05
ALCAM,2.363658698313862e-05
HDGFL3,2.3603759256434157e-05
AL390957.1,2.355219986526379e-05
ZNF778,2.3434369026835897e-05
TMED9,2.3379803155183135e-05
PLPP5,2.3370554435980852e-05
PARP1,2.325101732486485e-05
GGH,2.322776243804984e-05
AQP3,2.320897771863333e-05
TIGIT,2.318566132736382e-05
ARHGAP11A,2.318223461867793e-05
KPNA2,2.3155078601263903e-05
TUBB6,2.3122247741210572e-05
S100P,2.3027479805045133e-05
DMTN,2.2918268422183284e-05
SGK1,2.280346864042007e-05
S100A11,2.2786503185133465e-05
TRGC2,2.2749661019442984e-05
CLIC1,2.2724873075762302e-05
HAMP,2.270402539876383e-05
HP,2.2635195458247094e-05
AC007952.4,2.2590335078621295e-05
CD38,2.2500965657071373e-05
BEX1,2.241422451443513e-05
SPCS2,2.2410136922810588e-05
EHD1,2.2306212064223284e-05
CCDC50,2.2262244337935743e-05
MOB3C,2.224895233131542e-05
NCOA4,2.2197114697743817e-05
LCP1,2.2185178844175657e-05
RHOU,2.2176356016077444e-05
STIL,2.2079943594628885e-05
DNAJB11,2.2009624519538418e-05
SDC4,2.200074140183111e-05
BMP1,2.1983290589689602e-05
C12orf75,2.184543232574326e-05
THRB,2.177105507374636e-05
AP1S2,2.1749241609629318e-05
RNF130,2.1745189107435958e-05
CCL3L1,2.1730373867221724e-05
ENG,2.172065947467674e-05
CLEC12A,2.164331169067237e-05
SELENBP1,2.1578043716093258e-05
BRCA2,2.1535665137540318e-05
NOSIP,2.1500884569537682e-05
NET1,2.1430667887704828e-05
KDM7A,2.132990480533973e-05
HIST2H2BE,2.1289985363992734e-05
MAFF,2.1186594495116973e-05
CEP162,2.1087902751187067e-05
GPR183,2.1023094505988503e-05
DTYMK,2.0815701721237452e-05
CCL7,2.076121230160501e-05
SLCO4A1,2.0754477562442494e-05
VMP1,2.070897414956691e-05
MOB1B,2.0500677290459533e-05
TMEM176A,2.0437132337588754e-05
CCDC168,2.035815416306685e-05
FCER1A,2.034650592920945e-05
SLC2A6,2.0344535990882886e-05
LST1,2.0330581323149327e-05
POLR2L,2.0292369414689558e-05
PRR11,2.0160575568180383e-05
SLC27A2,2.014691309860503e-05
TWSG1,2.012276080235592e-05
PRF1,2.00796540243069e-05
MAFG,1.9903608545287284e-05
SLC31A2,1.9885645554147343e-05
MT1F,1.9814822541459403e-05
PYDC1,1.95835906783121e-05
CTNNA1,1.9554954641557515e-05
CDHR3,1.9503566217402442e-05
CAPN1,1.948756054730032e-05
MYLK,1.946632604735367e-05
UBA7,1.9340754530861803e-05
CASP6,1.931677394765925e-05
CD14,1.926676037357601e-05
P2RX4,1.9151736312274834e-05
CAT,1.9119625016777528e-05
IGHM,1.9085659971700578e-05
FBXW9,1.908161707496367e-05
FLT1,1.900068789423156e-05
NCKAP1,1.8996985666548173e-05
P2RX1,1.8982259249550777e-05
CMAS,1.894192893654419e-05
IFIT2,1.891787005776695e-05
TMEM45A,1.8856180237134473e-05
SEC61G,1.8789008098046562e-05
ADAMTS2,1.8724284082501835e-05
RRAS,1.8700719799553607e-05
GPBAR1,1.8666021012155724e-05
GCA,1.865606812660747e-05
HLX,1.857357938159689e-05
INAFM2,1.848602176239692e-05
PCDH9,1.8459927794910473e-05
SAP30,1.818590468897421e-05
HERC2,1.8130116506233867e-05
NANS,1.7984783234963573e-05
IL7R,1.79769873255318e-05
AC020571.1,1.7933349436592505e-05
TBPL1,1.7891530814251053e-05
RYBP,1.7874169852243776e-05
ITGB5,1.785592439899885e-05
DEK,1.7773019544581943e-05
TNFRSF9,1.7751643136897247e-05
ITGAM,1.774411391886803e-05
CD40LG,1.7736651559752367e-05
DNAJC5B,1.7647547560482903e-05
CES1,1.760084274545242e-05
JARID2,1.7580280489164174e-05
RPA3,1.7516097922207957e-05
MCUR1,1.7514658153884286e-05
AL133467.1,1.746048367602219e-05
ALAS1,1.722945922923106e-05
HYOU1,1.7053216420851818e-05
TMEM40,1.7024713815250023e-05
MARCKS,1.6961006732632436e-05
CKAP4,1.692934847137347e-05
MARCKSL1,1.6926969530459883e-05
IGHG4,1.689994362609051e-05
ADGRG3,1.689407227896608e-05
MEF2C,1.6859933697649866e-05
CD300A,1.6820818991641508e-05
CNIH4,1.676133882180493e-05
SLC7A11,1.673580655906505e-05
TSPO2,1.671321496001248e-05
CENPM,1.6644613697920666e-05
HLA-DPA1,1.6621885465206527e-05
PHB,1.6556356180126905e-05
NAIP,1.6504157539352453e-05
ALDH2,1.646802082066914e-05
HES1,1.646028564573785e-05
FDPS,1.6449774110752975e-05
EAF2,1.6445218908486186e-05
VCL,1.6395946049264272e-05
STRADB,1.6389306000700234e-05
EHBP1L1,1.634217026830234e-05
CA1,1.6278730761247252e-05
SRPRB,1.6251635864869453e-05
UHRF1,1.6246162513311012e-05
LDLRAP1,1.6240669039000565e-05
RGS2,1.6240361459906145e-05
AP001189.1,1.6176959195064863e-05
ACRBP,1.6139946370627506e-05
MAST4,1.6030782483368418e-05
SLC44A1,1.5970904503839884e-05
CLU,1.596995022246861e-05
AL445524.1,1.590112428328764e-05
PLXNC1,1.582965513821637e-05
TUBB2A,1.5793808575413797e-05
TUBB,1.5748938727071996e-05
HBM,1.5719680714041456e-05
TM6SF1,1.567834134631623e-05
ACHE,1.5647825414396945e-05
MAPKAPK3,1.5624164929431472e-05
HGD,1.56149759241657e-05
TRIM40,1.5605681530623058e-05
SERPINE2,1.5521965890445143e-05
UIMC1,1.5478522627836953e-05
DNAJC9,1.54209628197324e-05
PTX3,1.5403807679104243e-05
WARS,1.533525396286884e-05
ASAH1,1.530210670518565e-05
OTUD1,1.5183709950779882e-05
NUCB2,1.5158682176612373e-05
BLVRA,1.508388586650681e-05
PGK1,1.5066526984943621e-05
FNTB,1.460465896028269e-05
EPSTI1,1.4585350534884087e-05
FOXM1,1.4564494137152054e-05
MCM3,1.4559211740998854e-05
TXN,1.4553671737169811e-05
CARD19,1.4506301619486257e-05
PRC1,1.4413720190599007e-05
FRMD4B,1.4352048780380918e-05
TNFRSF1A,1.4305802020587041e-05
MAF,1.42585425873026e-05
IGHG1,1.4169492134802971e-05
UQCRC1,1.4159768584513575e-05
TIMM8B,1.4120233804343589e-05
SERPINB1,1.4016989585521069e-05
CSTB,1.400275786575564e-05
TNFSF10,1.3992443181074107e-05
WEE1,1.3986972925536723e-05
PROK2,1.3985955359028824e-05
MYZAP,1.3779611204718549e-05
VPREB3,1.3771851701109276e-05
AQP1,1.3714452536764995e-05
STAG3,1.3702932809440066e-05
SELP,1.3698915198834469e-05
KLRC1,1.3655246425664832e-05
GTSF1,1.3531415159144313e-05
WRB,1.3512906240141823e-05
TMEM156,1.3451645991288225e-05
CCNE2,1.3185518253285088e-05
MMD,1.3084039638259326e-05
DSG2,1.2964950400551869e-05
CNST,1.2915952366667098e-05
PLA2G12A,1.2909708685918946e-05
RAC1,1.2789751979046303e-05
AC084033.3,1.2761535693308121e-05
CLPTM1L,1.2760406642506216e-05
SPCS3,1.2715821767636667e-05
C15orf53,1.2714560208079526e-05
TNIP3,1.269944610918023e-05
AC010359.1,1.267658294125001e-05
AL109797.1,1.2666466876892226e-05
SPI1,1.2647867701768744e-05
ATOX1,1.2636668743005026e-05
ITPKA,1.259323537846296e-05
SPATS2L,1.2572413465341315e-05
CADM3,1.2572359931686163e-05
TAOK1,1.2546796143439616e-05
XK,1.2528323172703194e-05
