gene,importance
LGALS12,1.2503434263888631e-05
TMEM70,1.2464952269768702e-05
CYB5R3,1.2409768848860931e-05
TUBB2B,1.2211958458808865e-05
SLC35B4,1.2175770122510364e-05
COX7A1,1.2157954894201278e-05
CADM1,1.2134990776392145e-05
IL13RA1,1.2097648068192838e-05
ATP5MF,1.2060982752115886e-05
LAPTM4B,1.2060490120048362e-05
IL1RN,1.2029221286913184e-05
TRBV28,1.1994610151740682e-05
PCBP1,1.1957270378229787e-05
NLRP3,1.1941585011908502e-05
PPP1R14B,1.192482492485951e-05
XCL1,1.191874915797967e-05
CD79A,1.1901693389712321e-05
KLRD1,1.1891053974871991e-05
MED12L,1.1859862641565664e-05
PARP14,1.184655618530183e-05
MATK,1.1836566963689589e-05
IPO11,1.1803963574457531e-05
GMNN,1.178486840520965e-05
FKBP1B,1.175310371192895e-05
SPARC,1.1651354197771542e-05
CEACAM4,1.1591969699160602e-05
FNBP1L,1.1557620249981509e-05
CALM3,1.1529612071417043e-05
DGKD,1.1504132925422033e-05
IFI35,1.1476592953271642e-05
ADGRE5,1.1476294826322837e-05
PLD4,1.1427012922867746e-05
NDC80,1.1413664356068208e-05
GRN,1.1401852054811946e-05
TSPAN18,1.1382119052132483e-05
RHOB,1.1379989338323388e-05
KCNE5,1.1349554506936569e-05
LYN,1.1338559445758227e-05
MLF1,1.132718094847577e-05
PPM1N,1.1224233024999834e-05
NRIP3,1.1127218565442092e-05
LRRK2,1.1106810782947542e-05
NR4A1,1.105864570090804e-05
CCDC88A,1.0970713495289757e-05
TESC,1.0939104200520208e-05
MTFR1L,1.0872360856824128e-05
MAFB,1.0871700024810841e-05
SKAP2,1.0615169511025272e-05
SUCNR1,1.0537092664453275e-05
CXCL3,1.0513447803461906e-05
MYDGF,1.0499851172227574e-05
YES1,1.043423262572903e-05
ALPL,1.0430730842650955e-05
ZNF503,1.0429619515593398e-05
AP005329.3,1.0426776941564756e-05
HSD17B4,1.0410684334252599e-05
PDZK1IP1,1.0404033621416458e-05
AC108134.2,1.0391163072535668e-05
ZDHHC19,1.0305261421019408e-05
KBTBD12,1.0293943775443068e-05
PKHD1L1,1.0222928034805629e-05
CSKMT,1.0183905724561239e-05
CTR9,1.018201359211061e-05
E2F7,1.007600901250844e-05
PFKFB3,1.0070337456101533e-05
NRARP,1.0029926226259608e-05
CFLAR,1.0007975005255182e-05
NUF2,9.993476567359603e-06
GNB2,9.959820498112736e-06
CLECL1,9.944554800941362e-06
SMIM14,9.921825658148593e-06
MDM1,9.913568896781688e-06
BET1,9.906021521556714e-06
GYPE,9.881023993405404e-06
CRELD2,9.86261947150262e-06
RSPH9,9.857462676345882e-06
LILRA5,9.846287866417944e-06
GJC1,9.826219628889869e-06
CAMK1,9.775115590050271e-06
CYB5D2,9.736726629949518e-06
PKIG,9.64489540866093e-06
ENDOD1,9.633879272348794e-06
ANKRD33B,9.582029438208423e-06
IFIT1,9.529808324735876e-06
BEND7,9.452626614672292e-06
POU2F2,9.448318680141498e-06
PTMS,9.445567004624506e-06
ISOC2,9.434229991301968e-06
LAIR1,9.425371201708293e-06
AGFG1,9.420883970034954e-06
RACGAP1,9.403387418772383e-06
TYROBP,9.383624146464458e-06
AC174065.1,9.335238466632576e-06
CPM,9.256819782686866e-06
FAM83A,9.24064869205906e-06
MNDA,9.19686271428557e-06
MMP14,9.192781070794845e-06
IMPDH2,9.133260406462888e-06
IGFBP2,9.106375411432445e-06
SELENOS,9.076660792460432e-06
SEMA3G,9.036390559798896e-06
TMPO,9.021438074041398e-06
MIS18BP1,9.018452697892321e-06
YOD1,8.961639885116842e-06
ITGA2B,8.94188929496205e-06
EVA1B,8.939779208775545e-06
PROS1,8.928389317808682e-06
MYOM2,8.923601352148215e-06
MUC16,8.891522956009905e-06
GRHL1,8.88250815878306e-06
AQP9,8.844133580077726e-06
NOP10,8.829726412059493e-06
SHCBP1,8.76657242481085e-06
GFOD1,8.752589864560652e-06
HIST1H2BJ,8.74506504631105e-06
FAM129A,8.734005415067308e-06
CPPED1,8.715534467880327e-06
ARG1,8.713817675478177e-06
LMNA,8.68863991372744e-06
RAB30,8.636635370911737e-06
HIST1H2AH,8.604992969693983e-06
STX1A,8.594593541173397e-06
SEC14L1,8.561324347462225e-06
IRX3,8.537316386100061e-06
ADAP2,8.525578508815575e-06
STX11,8.424032446409767e-06
STOM,8.419490386936928e-06
SELPLG,8.407219743859915e-06
RGPD2,8.406878147082491e-06
PRELID1,8.390403413165428e-06
IL6ST,8.37109748116668e-06
SEPT4,8.335355562031075e-06
CRIP1,8.24742534956486e-06
PDGFB,8.24441418822268e-06
TKT,8.175546950270843e-06
MCM4,8.095116532240773e-06
PTPN12,8.08522976976237e-06
GP1BA,8.05991572491187e-06
WDR88,8.045674663522106e-06
DNASE2,8.008799520786975e-06
FECH,7.997964666020899e-06
ABCA1,7.980002835583266e-06
PCSK6,7.953403504325818e-06
TAGLN2,7.865235189471299e-06
DDAH2,7.855888508187821e-06
SERPINE1,7.855621707177098e-06
COBLL1,7.850858033296179e-06
CFD,7.804710447937959e-06
BST1,7.80174013122076e-06
TNFRSF21,7.799379038926945e-06
PLXNB2,7.755287101304473e-06
HDLBP,7.752931719013946e-06
KLHL14,7.733283039998754e-06
UROD,7.720440653215144e-06
ZYX,7.714779668874536e-06
BNIP3,7.697858657666704e-06
SLC25A24,7.641467658266706e-06
CDK2AP2,7.6065262395498675e-06
HIST1H2BC,7.524267616198205e-06
AL162253.1,7.515713280410046e-06
HM13,7.46187913425431e-06
HMGN2,7.419261003456357e-06
ABHD4,7.323538063050806e-06
SMIM4,7.299193630135827e-06
DSEL,7.2908502719396345e-06
SEMA6B,7.2750126628837664e-06
IL18RAP,7.27411906551914e-06
C1QA,7.223701255085637e-06
DNAJC3,7.2141944115512275e-06
CD70,7.1529007504654015e-06
PSAP,7.15202308518363e-06
ETFA,7.138158961572907e-06
STXBP2,7.1192655500647365e-06
HCK,7.114797702849628e-06
PLPP3,7.086862410093977e-06
CDR2L,7.070191887153188e-06
PAG1,7.034914560442172e-06
TUBA4A,7.020732341861562e-06
SPHK1,6.993694418184268e-06
PSMB3,6.96293089408597e-06
TRAV13-2,6.912117730075638e-06
RAB27B,6.8982811923707625e-06
SULT1B1,6.89444893097888e-06
PGRMC1,6.884663210204585e-06
MT2A,6.862587830968041e-06
CKS2,6.847215195698997e-06
CDC45,6.839491375813656e-06
MMP8,6.835901834748325e-06
PRTN3,6.811523958597278e-06
RASGRP2,6.787049997889469e-06
AP000569.1,6.75409230893688e-06
IGLC2,6.7482218167155925e-06
PCOLCE-AS1,6.698128948837141e-06
BLK,6.695739133900154e-06
GNAI1,6.655816754698872e-06
ENO1,6.653302438087746e-06
ABRACL,6.613304118870422e-06
CITED1,6.576268826565104e-06
TUBGCP4,6.5700934597107615e-06
ANXA2,6.56124775830508e-06
GPR35,6.507403645062258e-06
KCNE3,6.485344211338951e-06
NLK,6.456119933048638e-06
MRPS6,6.429920276995462e-06
AP002852.1,6.422726000533821e-06
NT5DC2,6.42074865252185e-06
FAM110A,6.350239109343683e-06
BCL6,6.349813440322593e-06
TVP23A,6.331478128845519e-06
ORC6,6.326003432322645e-06
TMOD1,6.312891760638258e-06
ANKRD35,6.256868206786701e-06
FAH,6.227006281936167e-06
IL17RA,6.104966311890649e-06
PLA2G7,6.083956438878697e-06
ANXA5,6.07618698530996e-06
ROGDI,6.049966246113452e-06
GAS6,5.992939483790587e-06
RPN1,5.946544654028738e-06
PTGER2,5.94204848627878e-06
ACVR1,5.928990496239497e-06
STEAP4,5.917026617658998e-06
RAP2B,5.905003352445992e-06
COLGALT1,5.904562293729114e-06
LMCD1,5.9040829413967864e-06
PELI2,5.887684850939242e-06
ARHGAP22,5.83784631647394e-06
CTSB,5.793823378552321e-06
FBXO5,5.790405014856198e-06
IGHA1,5.762029165842086e-06
AC007240.1,5.754211408987985e-06
LAMP3,5.748399918825079e-06
NASP,5.733199842747294e-06
KLRF1,5.724684646643067e-06
BMP2K,5.713822505430587e-06
CEBPD,5.687155561889864e-06
GLUL,5.670372448183623e-06
CALU,5.648618190474444e-06
MIR22HG,5.613262130317269e-06
FKBP4,5.608561486921117e-06
PTGS1,5.593321856928579e-06
NCR3,5.553397902643253e-06
CDA,5.551762408520012e-06
SLC8A1,5.536307233755288e-06
LRRC25,5.486465533574317e-06
PGLYRP1,5.4855412519160315e-06
TNF,5.4158194882772104e-06
LMAN2,5.414044996846406e-06
UGCG,5.413471902794296e-06
CCDC80,5.400438640726284e-06
CLSPN,5.369021832880752e-06
HRH2,5.313678837914798e-06
BLOC1S1,5.282555069120843e-06
SSFA2,5.254083999620496e-06
PLK1,5.195475029468945e-06
PPP1R2C,5.1536103145458e-06
IL18,5.079099663577122e-06
PDE4DIP,5.075819635483355e-06
CALR,5.031825950067214e-06
SMARCA1,5.030062326075277e-06
GRAP2,5.006345426294485e-06
UBE2C,4.98003406512334e-06
HTR1F,4.851374275553586e-06
IGLC3,4.8017925984372985e-06
CPED1,4.776582583821875e-06
AC008637.1,4.753235390161849e-06
KIR3DL2,4.6777141549968684e-06
PPP1R14A,4.668348869519684e-06
CLIC4,4.633346192524738e-06
IL18R1,4.626846217954705e-06
SLC1A2,4.617945297743441e-06
M6PR,4.591795484519057e-06
COMT,4.58220266557212e-06
TMEM64,4.555980051966102e-06
RBM47,4.533210199909296e-06
CYTOR,4.5272276824672055e-06
GM2A,4.468665847456936e-06
MCM5,4.44244294447992e-06
FCAR,4.402420853740322e-06
AC103591.3,4.387244926946774e-06
PDIA6,4.339692850931172e-06
GTSE1,4.332904864989139e-06
PTCH2,4.316072546821226e-06
SUSD1,4.314363298108419e-06
FGFBP2,4.313030152366004e-06
JAK2,4.2604500588849606e-06
VNN1,4.214302762612502e-06
CEBPB,4.1958692940472565e-06
FOLR2,4.169532264209482e-06
RILPL2,4.134883606339085e-06
PIM1,4.127673198057523e-06
AC009403.1,4.113073528743834e-06
TTC39C-AS1,4.099712739797356e-06
GRINA,4.049021275704967e-06
LHFPL2,3.952313097752229e-06
SPIB,3.934329611718661e-06
CCL3,3.915803919484538e-06
PTTG1IP,3.905339641908621e-06
FAM178B,3.880081063532221e-06
DOPEY2,3.8036358952424557e-06
H1F0,3.7946984406985757e-06
HIST1H3G,3.785161433857443e-06
AL138995.1,3.758119085468735e-06
DCLRE1A,3.7343454821097738e-06
GSTP1,3.733202871934151e-06
EGR3,3.6972532680283104e-06
MYEOV,3.659405481418035e-06
AIF1,3.656959722118471e-06
BAALC,3.625778050468437e-06
SLC30A1,3.621171371513534e-06
SLA,3.586024772397038e-06
HOXA5,3.573646405302988e-06
IGHV3-30,3.5582994194812723e-06
LUCAT1,3.5128127070932944e-06
NAA38,3.4868585840480934e-06
LSMEM2,3.4677831390640115e-06
ZNF106,3.4527110201311615e-06
AL139099.1,3.4468644075468548e-06
HMMR,3.4395350873450704e-06
MPO,3.353598890100848e-06
CTNS,3.3405576547607353e-06
PADI4,3.3360562555818332e-06
IER5L,3.3317847042791914e-06
THUMPD1,3.326381512128175e-06
SMPD3,3.319669621393637e-06
TPX2,3.3004355293896036e-06
CXCR3,3.2937157898067056e-06
ATAD5,3.286418874021332e-06
ELANE,3.2685541870438084e-06
CD8A,3.2680771093297978e-06
MYC,3.2634960427272553e-06
CCNA2,3.250344538582703e-06
FBXO27,3.2494564069610372e-06
SPP1,3.2451946409486006e-06
UCHL1,3.227601034101672e-06
PDE3A,3.2255555432788486e-06
SMIM24,3.2062213993733866e-06
MARCH2,3.1743681064291782e-06
HIST1H2BG,3.1626044090513745e-06
CHN1,3.1460974866261295e-06
CLEC4D,3.1299312616916576e-06
HAVCR2,3.0872195636389595e-06
PHC2,3.0459891681683425e-06
PDLIM5,3.021492403704026e-06
CD177,3.0005312298709726e-06
HMBS,2.9520330125045557e-06
LINC02324,2.9423661633130026e-06
E2F8,2.920314504548033e-06
IDH1,2.910006898127073e-06
BBC3,2.9082641338487384e-06
MTFR2,2.904300230718681e-06
BUB1,2.8770695380555092e-06
TPM1-AS,2.876520575062152e-06
G0S2,2.8260856985099697e-06
CAP1,2.7719132449293813e-06
VEGFA,2.7454354133650954e-06
DAD1,2.7433847072592526e-06
SPC24,2.7055103728138277e-06
TMCC2,2.6888493344295126e-06
ADAM10,2.6643321282365095e-06
TSPAN13,2.6464951652069747e-06
NUDT16,2.612705955659785e-06
PAOX,2.603582140003268e-06
RRBP1,2.5767285644760474e-06
IL3RA,2.5704484256000794e-06
CLNK,2.5695538248249463e-06
TKTL1,2.5680250846542298e-06
CDKL1,2.548502999236227e-06
LAMTOR2,2.5357712759759023e-06
AL355075.4,2.533821804223674e-06
FCRL5,2.525631688127227e-06
TMEM98,2.5027383902378235e-06
PGAM1,2.4828611453999617e-06
CCDC167,2.477491028485861e-06
PEAR1,2.4567225159397764e-06
LDLRAD3,2.4494708731725556e-06
PKM,2.4467456378500315e-06
ABCA6,2.4368911084344155e-06
IL2RA,2.4229375816707806e-06
ARHGAP6,2.4216266958026486e-06
RAMP1,2.3990132151589135e-06
IGHV1-69,2.386670321397616e-06
PDCD10,2.384834269163422e-06
DIO3,2.3782360138891695e-06
AC092490.1,2.3621653747980884e-06
SLC11A1,2.342222047345958e-06
P2RY13,2.308127170291285e-06
SNX10,2.3031129762781572e-06
CRYGD,2.2811056995484882e-06
LXN,2.279063651189208e-06
RHD,2.2624562923764305e-06
KLHL5,2.2327303893517015e-06
EGR1,2.231583906475048e-06
SERPINA1,2.2206430050867006e-06
GADD45G,2.199995083761132e-06
RETN,2.1791276588615856e-06
EPGN,2.175297675953461e-06
PRDX1,2.170560997128628e-06
PON2,2.1636868999351055e-06
HERC5,2.163484631652931e-06
CLEC2L,2.1601837875751864e-06
CCNG1,2.155352766362668e-06
NRG1,2.148398032256634e-06
TSPO,2.125357683085114e-06
MLH3,2.120664476477447e-06
IGLV2-11,2.1108691244050336e-06
CTSL,2.0825911487064075e-06
LINC01781,2.062969786574001e-06
MBOAT7,2.0446982390492784e-06
HIST1H1B,2.0156890389110046e-06
TPST2,1.9979304427320623e-06
RAB11A,1.982099084705526e-06
GRTP1,1.976957945516101e-06
KLF4,1.96497330900907e-06
STAC2,1.9642952024229165e-06
SMPDL3A,1.9335349707313657e-06
AL031316.1,1.9274359259099384e-06
AIRE,1.9210467684024276e-06
TACC3,1.9141368047090624e-06
PDXK,1.8943860998718676e-06
ATP1B3,1.8798462217560362e-06
LYZ,1.8678577028907227e-06
KAZN,1.8416935520601804e-06
RTN3,1.8394166694120975e-06
HIST1H2BH,1.8352592041453325e-06
CDK6,1.823633116593806e-06
NCK1-DT,1.785329651869106e-06
TNS1,1.7842309251532444e-06
ADM,1.7502976942328361e-06
OSTC,1.7491274833639268e-06
TUBA1C,1.7277145172433094e-06
PGD,1.722185128371826e-06
CD84,1.7221362445217498e-06
ZNF385A,1.7137344018217174e-06
HIST1H3H,1.6968659211982336e-06
CFAP161,1.6799386270661137e-06
NRIP1,1.6685731625490915e-06
SPRED2,1.649190070402306e-06
HHEX,1.6315129578277334e-06
ETV5,1.578365432099054e-06
CRYM,1.5435455779002035e-06
DHFR,1.535164016510062e-06
Z93241.1,1.5051148361175443e-06
H2AFZ,1.437855637148529e-06
MAP1LC3A,1.435347060092763e-06
GCOM1,1.40992886655423e-06
MS4A6A,1.402705504447053e-06
TMEM140,1.4012212656379077e-06
RECK,1.4002695173155742e-06
SLC16A6,1.3984223561546352e-06
ADAMTS1,1.3918525647963732e-06
ACSL1,1.391122874092203e-06
RHOBTB3,1.3831749069904851e-06
ADAM28,1.3678596523893821e-06
TBXAS1,1.3525419161203587e-06
AP2S1,1.348258751215797e-06
TLE3,1.3472939252765883e-06
C1orf162,1.3420473296814567e-06
MINDY2,1.325399529442572e-06
SMTN,1.3192538155936537e-06
PDGFA,1.3163714592586694e-06
CYP19A1,1.3064239531571283e-06
ABHD17C,1.2996581475756668e-06
ERG,1.2866168333402253e-06
JPT1,1.2757987904729777e-06
TCN1,1.267294633003344e-06
GNG5,1.2551104494073796e-06
SOX4,1.249618571929662e-06
YWHAH,1.2235531059242388e-06
CTSW,1.214738028310719e-06
AL603756.1,1.212541880518795e-06
PVALB,1.1966683443709965e-06
TRDC,1.190901585157246e-06
S100A10,1.1866429978150452e-06
P4HB,1.1688542791761363e-06
VAMP8,1.16863634782536e-06
KRT1,1.1472432701813909e-06
LILRB4,1.1446093582820688e-06
LIMS1,1.1282923076985815e-06
SNX18,1.0975143099587443e-06
RSU1,1.0928491536975075e-06
RHOBTB1,1.0745833998150135e-06
TAL1,1.0741884526635333e-06
ATF3,1.0531715857627325e-06
MUC4,1.0466507031717494e-06
PTPN18,1.0358828234964737e-06
TFPI,1.024031062630053e-06
BID,1.0138038567340681e-06
KLHDC8B,1.0060217517525231e-06
SLC6A6,1.0052362213139734e-06
VASP,1.00262956935409e-06
TNFAIP8L1,9.95171015930369e-07
LMO2,9.906972173567824e-07
MGLL,9.843146169425464e-07
CD68,9.831547189783074e-07
AL360012.1,9.657895055846987e-07
AL359220.1,9.313942999360239e-07
C19orf38,9.286915850574592e-07
MYBL2,9.131524678773656e-07
ANKRD9,8.951584460141964e-07
CD226,8.734394353887271e-07
NDUFS6,8.71159959686912e-07
PTK2,8.667860853416417e-07
C2orf88,8.587334856924273e-07
CD300E,8.412159201558277e-07
RPN2,8.353575294716055e-07
SLC39A3,8.263845834220718e-07
TLR2,7.95005258787767e-07
KCNA3,7.425820814528202e-07
TSC22D1,7.415501456860164e-07
DMXL2,7.412263670716644e-07
SCYGR4,7.334005669863275e-07
TTYH3,7.276825994682971e-07
CD24,7.246943871906202e-07
E2F2,7.225048502298656e-07
NCS1,7.151438033341886e-07
UBE2S,7.144197156374072e-07
HSPA6,7.07026583585799e-07
PIK3AP1,6.990074803306486e-07
CD82,6.885345823704526e-07
HJURP,6.743149753006757e-07
LPCAT2,6.565249123236943e-07
PYCR2,6.450720429322163e-07
TNIK,6.356052530166551e-07
NUDT1,6.226885134301896e-07
PSTPIP2,5.68034371711905e-07
CD163,5.64794557520952e-07
HLA-DQA1,5.564206205118663e-07
PARVB,5.506941342266655e-07
GSN,5.50209855958923e-07
FCGRT,5.481055883902418e-07
BCL2L1,5.422817715197012e-07
ARHGAP18,5.41931000395579e-07
ZNF185,5.38998233609672e-07
TM2D2,5.355272220539239e-07
PLIN3,5.182583915180114e-07
SQOR,4.96920770941547e-07
IER3,4.948144081929221e-07
APLP2,4.6613886394188e-07
CSF1,4.616985491386683e-07
FAXDC2,4.4292459338665914e-07
PRDX4,4.3701214884973676e-07
PTGDR,4.3433822620908366e-07
PTCRA,4.287609508594335e-07
CPD,4.2553094432193574e-07
BPI,4.1951241877397584e-07
ENPP4,3.8960435489130896e-07
MRPL52,3.762914707591056e-07
FFAR2,3.617514627656826e-07
KIAA0513,3.5645017420970396e-07
TPP1,3.55134964176901e-07
MGAT1,3.544565380283869e-07
UBA1,3.540618470348812e-07
ADA,3.529622234328194e-07
CANX,3.404108189461325e-07
KLF10,3.3771242387230065e-07
PDE2A,3.340839557399767e-07
PNPLA6,3.334634508513901e-07
HIPK2,3.290427947403671e-07
LHFPL6,3.2124959912246653e-07
CBFA2T3,3.096145613774311e-07
GNS,3.064308127196534e-07
RGS3,2.9782641980786587e-07
NEIL1,2.750931457123426e-07
EIF4A3,2.6762129353516816e-07
LRRC8B,2.6400596521669545e-07
MAP3K20,2.635907311056778e-07
NFE2,2.576193356883941e-07
SCN1B,2.568292671948672e-07
CEP78,2.563116547000004e-07
SCPEP1,2.5533076311307425e-07
PIP4P2,2.54902821483366e-07
PLEKHO1,2.525231670907629e-07
INKA1,2.4720311352870553e-07
SMC4,2.4716131362117944e-07
GINS2,2.394256756995051e-07
PLBD1,2.3552878887194e-07
TNFAIP8,2.3476948914381315e-07
PPIF,2.3471215397592922e-07
TREM1,2.2330014162836184e-07
NT5C3A,2.2216298978358837e-07
ENKUR,2.1617861897724752e-07
GATA1,2.1499369101845663e-07
ADGRE2,1.9506670815673806e-07
GUCY1A1,1.926094991923865e-07
PTPN6,1.8410252340825496e-07
HNRNPLL,1.8094969271434601e-07
PTAFR,1.6973084739540734e-07
OSBP2,1.6972914412732437e-07
CPVL,1.5671826516085724e-07
FAM30A,1.5411359730530436e-07
CXXC5,1.517191411398902e-07
AKAP12,1.3945954977387967e-07
PBX1,1.3063873323444032e-07
E2F3,1.2943494333792893e-07
ROCK2,1.2744607396066024e-07
ACTN1,1.219740563041441e-07
PNP,1.1871405722001061e-07
CCL4,1.1800287566138965e-07
GFI1B,1.0457114878007813e-07
MTMR10,1.0264812961948452e-07
MARCH1,9.965578771127504e-08
CALD1,9.433505699900646e-08
DUSP5,9.427950683433528e-08
TCIRG1,8.491310441088928e-08
SWI5,8.358661062333785e-08
INSIG1,8.326954815743124e-08
IGF2BP3,8.27221706524013e-08
SELENOP,7.911215028781693e-08
CYB5A,7.782318421434216e-08
PIK3CB,7.689899990077552e-08
MIR4435-2HG,7.545420533134482e-08
CAPG,7.53024501399388e-08
RXRA,6.977950260139722e-08
RUFY1,6.89668452131829e-08
CD151,6.45333502010256e-08
LY6G6F,6.395306830577732e-08
CXCL16,5.498846138351365e-08
PCYT1B,5.2490808098884745e-08
RGL1,5.243915108163719e-08
SYK,5.0233698297107124e-08
TRAPPC3L,4.818463953282454e-08
GSTO1,4.487868978020666e-08
ATP7B,4.375126234546628e-08
CDKN3,4.2387418906600673e-08
AC020743.1,4.2186660064697233e-08
CSF2RB,4.155342077861346e-08
FFAR3,4.1312731074645425e-08
EGFL7,4.097937721630324e-08
FCN1,3.9305378643900776e-08
PDIA4,3.7623747689057056e-08
RDX,3.341555117042265e-08
MFSD1,3.1832563338110003e-08
PARD3,2.96646741555994e-08
TNFRSF1B,2.8576524089111514e-08
NCF1,2.755099933339627e-08
SLC43A2,2.7487866766007405e-08
MLEC,2.7137923148931603e-08
RNF19B,2.09845515940625e-08
ATP2C1,2.0588972310334427e-08
DSC2,2.0166533950729667e-08
IGSF6,1.9099117659903906e-08
AC017002.3,1.7883060059984827e-08
CDKN1A,1.69179279948515e-08
PHACTR1,1.6373850620222078e-08
LINC01871,1.575907139454424e-08
GLA,1.5346628183324468e-08
CDKN1C,1.525342319433149e-08
TSPOAP1-AS1,1.3855604119495214e-08
ALOX5,1.3300594359126444e-08
TGFB1I1,1.251724437329418e-08
IFNG,1.1472086914421215e-08
FLT3,1.1177793204553604e-08
ESAM,1.116862100108189e-08
CD33,1.0507689199972743e-08
PDGFC,9.66400555957275e-09
SAMD14,8.59223612589279e-09
LYPLAL1,8.467811517122906e-09
ARG2,6.79501320810716e-09
FCGR1A,5.637199058472802e-09
RALGPS2,5.487488532422023e-09
TMBIM1,4.5030434448859266e-09
PRSS23,3.9501430498503025e-09
MAP3K8,3.798176177746809e-09
TTC7B,3.214030523301065e-09
RIPK2,3.0133093415016374e-09
LRG1,2.9825043636797965e-09
SCHIP1,2.8261164007336015e-09
TPM1,2.5471584679656346e-09
IGF2BP2,2.4491973467333427e-09
RAB13,2.154716279246048e-09
AC026369.3,1.948226412166853e-09
NAAA,1.9104357208849545e-09
TFRC,1.8889221233746285e-09
PTP4A3,1.6804683303178345e-09
CASP1,1.6729936497925898e-09
NCF2,1.3287398184047778e-09
IGFBP7,1.211706259305165e-09
CDC14B,7.64368242999582e-10
GLIPR1,4.588900491076954e-10
EHD3,4.4215272418969186e-10
RIPOR2,2.3735014743684496e-10
ATP6V1A,2.0449254709730517e-10
CD40,1.8337921043490563e-10
PYGL,1.493106644144786e-10
LINC00324,1.2451485291195176e-10
DSE,6.724310876942056e-11
AL133163.2,0.0
CHST8,0.0
CBLN3,0.0
CTSG,0.0
KRTDAP,0.0
NCCRP1,0.0
AC010504.1,0.0
ZNF792,0.0
FBXO17,0.0
FOXA1,0.0
ZBTB32,0.0
EGLN3,0.0
STXBP6,0.0
CLC,0.0
UPK1A-AS1,0.0
MAG,0.0
CCNB2,0.0
LINC01480,0.0
AXL,0.0
EXOC3L2,0.0
FUT1,0.0
IZUMO1,0.0
RASIP1,0.0
SLC7A7,0.0
CABP5,0.0
C5AR2,0.0
C5AR1,0.0
PTGIR,0.0
HIF3A,0.0
IGFL2,0.0
KLC3,0.0
APOC1,0.0
AC011462.1,0.0
NECTIN2,0.0
PLAUR,0.0
SLC7A8,0.0
AC005392.2,0.0
CEACAM8,0.0
CEACAM6,0.0
CEBPA,0.0
DHRS2,0.0
PCAT19,0.0
TMEM91,0.0
NFATC4,0.0
AC008738.5,0.0
ASF1B,0.0
ZNF676,0.0
EDN3,0.0
ZNF556,0.0
JSRP1,0.0
AC005256.1,0.0
AZU1,0.0
PALM,0.0
PRSS57,0.0
RGS19,0.0
PLEK2,0.0
FNDC11,0.0
LINC00659,0.0
CDH4,0.0
CDH26,0.0
AC004817.3,0.0
AC123912.4,0.0
AURKA,0.0
RGS6,0.0
DPF3,0.0
NPC2,0.0
PGF,0.0
SMIM25,0.0
B4GALT5,0.0
ZMYND8,0.0
ZNF334,0.0
JDP2,0.0
FLVCR2,0.0
PLTP,0.0
LINC02322,0.0
DAAM1,0.0
LINC02284,0.0
AL355073.1,0.0
LINC00664,0.0
IFI30,0.0
MAP1S,0.0
AC010319.3,0.0
F2RL3,0.0
CYP4F2,0.0
TRIM9,0.0
UCA1,0.0
CYP4F3,0.0
SLC1A6,0.0
ATF5,0.0
ICAM1,0.0
COL5A3,0.0
PRAM1,0.0
ANGPTL4,0.0
DLGAP5,0.0
PCP2,0.0
ADGRE1,0.0
TRIP10,0.0
LINC00520,0.0
RFX2,0.0
SHD,0.0
EBI3,0.0
CREB3L3,0.0
TBXA2R,0.0
IL4I1,0.0
LILRB3,0.0
AC243965.2,0.0
Z83851.2,0.0
Z82206.1,0.0
ENTHD1,0.0
MGAT3,0.0
APOBEC3A,0.0
DGKH,0.0
LGALS2,0.0
CARD10,0.0
APOL4,0.0
RASD2,0.0
SMIM2-AS1,0.0
TCN2,0.0
AL589745.1,0.0
SERP2,0.0
NEFH,0.0
GAS2L1,0.0
EMID1,0.0
MN1,0.0
CRYBA4,0.0
HTR2A,0.0
AL022337.1,0.0
MYO18B,0.0
GGT5,0.0
IGLL1,0.0
GNAZ,0.0
IGLC7,0.0
DIAPH3,0.0
IGLC6,0.0
IGLL5,0.0
IGLV3-1,0.0
NAGA,0.0
A4GALT,0.0
IGLV3-10,0.0
BIK,0.0
AC233755.2,0.0
S100B,0.0
ERVH48-1,0.0
TMPRSS3,0.0
AC026333.4,0.0
HCAR3,0.0
TFF3,0.0
PITPNM2-AS1,0.0
CDK2AP1,0.0
UMODL1,0.0
LINC00114,0.0
CLDN14,0.0
RUNX1,0.0
TMEM132B,0.0
LINC00310,0.0
AC078925.1,0.0
MAP3K7CL,0.0
MIR155HG,0.0
GJB2,0.0
LINC00158,0.0
NCAM2,0.0
SPATA13-AS1,0.0
LINC02573,0.0
TMPRSS15,0.0
CXADR,0.0
UPK3A,0.0
KIAA0930,0.0
LINC00543,0.0
MPPED1,0.0
IGLV2-8,0.0
KCTD12,0.0
NAPSA,0.0
RNASE3,0.0
AC000068.2,0.0
RNASE2,0.0
OR5AU1,0.0
TRAV1-1,0.0
TRAV6,0.0
AP000547.3,0.0
TRAV8-1,0.0
AP000527.1,0.0
TRAV14DV4,0.0
PEG3,0.0
TRAV8-6,0.0
LILRB1,0.0
LILRA1,0.0
LILRA2,0.0
KIR3DX1,0.0
CDC42EP5,0.0
LILRA4,0.0
TRAV25,0.0
TRAV30,0.0
LILRB2,0.0
LILRB5,0.0
NOXRED1,0.0
FPR2,0.0
HAS1,0.0
ZNF175,0.0
AC020914.1,0.0
SIGLEC12,0.0
SIGLEC10,0.0
KLK3,0.0
AL355922.1,0.0
