gene,correlation,pvalue,abs_correlation
NDEL1,0.041321779904400086,3.455099678652407e-17,0.041321779904400086
EEF1AKMT1,0.04130873736599474,3.53461824326217e-17,0.04130873736599474
UBTF,-0.04129489476080111,3.620989789764895e-17,0.04129489476080111
CCDC93,0.041290360714237716,3.649730278194644e-17,0.041290360714237716
SMC6,0.0412765749449993,3.738505076897339e-17,0.0412765749449993
PIP4K2C,0.04127520971208113,3.747411689147715e-17,0.04127520971208113
PYROXD1,0.04126849917603302,3.7914956046994193e-17,0.04126849917603302
AC008771.1,0.04125982170978392,3.849260150888697e-17,0.04125982170978392
AC087482.1,0.04123409013675757,4.025703650990468e-17,0.04123409013675757
VIL1,0.041199280139334035,4.2771530924370653e-17,0.041199280139334035
COX11,-0.04118539498584652,4.3817195012206065e-17,0.04118539498584652
AL133410.1,-0.04118406297820152,4.3918821598534115e-17,0.04118406297820152
SDK1,-0.04118093220851857,4.4158602488072236e-17,0.04118093220851857
COG7,0.04116941099582948,4.5052165924280477e-17,0.04116941099582948
DNAH12,0.04116710064122862,4.523348770811693e-17,0.04116710064122862
VAV3,0.0411606090585506,4.574682311992011e-17,0.0411606090585506
DDX11,-0.04114966881141709,4.662497867415751e-17,0.04114966881141709
POLR1C,-0.04114576227497338,4.694256141031905e-17,0.04114576227497338
ESCO1,-0.04114227316066411,4.72280129720248e-17,0.04114227316066411
TCP11L1,0.041125104285255454,4.865776486316383e-17,0.041125104285255454
ATP2B4,0.04112451681623783,4.8707434838266844e-17,0.04112451681623783
SDHAF4,0.041122858210196324,4.884793855323832e-17,0.041122858210196324
AR,0.04110846662626458,5.008398078502515e-17,0.04110846662626458
SLC35D1,0.04109375035524037,5.137980448720046e-17,0.04109375035524037
WNT10A,-0.041065638973626195,5.3947701217852335e-17,0.041065638973626195
TCHH,0.04105612611610666,5.484501909165431e-17,0.04105612611610666
AL590764.1,0.041056076960954466,5.4849693758737146e-17,0.041056076960954466
NEO1,-0.04105315649881641,5.512813682453748e-17,0.04105315649881641
INTS9,0.04104948229506723,5.5480424173119464e-17,0.04104948229506723
RCC1L,0.04104939629537046,5.548869647118078e-17,0.04104939629537046
DDX55,-0.041036273658526884,5.676532087128668e-17,0.041036273658526884
FANCF,-0.04102928305463608,5.745717726129808e-17,0.04102928305463608
LINC01588,0.04102602472842285,5.778248720472151e-17,0.04102602472842285
HBE1,0.04100304058531757,6.012938824494638e-17,0.04100304058531757
MON1B,0.04097441655616911,6.318396734879345e-17,0.04097441655616911
NUMA1,0.040972976546907396,6.334161488229386e-17,0.040972976546907396
ZNF212,0.04097143619527237,6.351067699229351e-17,0.04097143619527237
ANKLE1,0.0409561154406283,6.521662770904262e-17,0.0409561154406283
NDUFS3,0.040955457809068584,6.529085718090998e-17,0.040955457809068584
IGF1R,-0.040942029089431835,6.682496301674861e-17,0.040942029089431835
TINF2,0.04093679903594366,6.743201911624731e-17,0.04093679903594366
GATAD1,0.040935763770187254,6.75528263860229e-17,0.040935763770187254
CABLES1,0.04093005568046491,6.822275779140143e-17,0.04093005568046491
DNMT1,0.04091787485892364,6.967434924774564e-17,0.04091787485892364
AL358472.5,-0.04090624421841076,7.108878510933359e-17,0.04090624421841076
BTN3A3,-0.040903026955105955,7.148502079311518e-17,0.040903026955105955
TMEM63C,0.04090247793676471,7.15528546798156e-17,0.04090247793676471
PSPC1,0.040886832080731864,7.351288424745822e-17,0.040886832080731864
ELF3,0.04084727123519344,7.87081783029968e-17,0.04084727123519344
SCFD2,0.04084199219976136,7.942827264124453e-17,0.04084199219976136
C17orf75,-0.04084077274465524,7.959553565016033e-17,0.04084077274465524
DHTKD1,0.040839139855650866,7.982005017789808e-17,0.040839139855650866
HSPA4,0.04083451025573093,8.045999923026702e-17,0.04083451025573093
AC007952.4,0.04083123199772833,8.091620965185302e-17,0.04083123199772833
ABL2,0.04081506476654591,8.320365868286117e-17,0.04081506476654591
MACROD1,-0.04080956171902117,8.39967212464084e-17,0.04080956171902117
TMEM245,-0.04080658886170932,8.442824602317448e-17,0.04080658886170932
DLGAP1-AS2,0.04080503629235428,8.465447728793253e-17,0.04080503629235428
RNF34,-0.04080245394960877,8.503208580005762e-17,0.04080245394960877
MEIS1-AS2,0.04080036291649664,8.533906812954307e-17,0.04080036291649664
CEP44,0.040799744050168785,8.543013263838832e-17,0.040799744050168785
ZC3H13,-0.040781213979621186,8.82016181157094e-17,0.040781213979621186
ELL2,0.04077937933462765,8.848079690964052e-17,0.04077937933462765
DDX52,-0.04077241814734299,8.954803211648103e-17,0.04077241814734299
AL137003.2,-0.040768821736672664,9.010436882086181e-17,0.040768821736672664
GATB,0.04076265657141073,9.10660118292044e-17,0.04076265657141073
GALNT3,0.04075812904857572,9.177865343210317e-17,0.04075812904857572
EXOSC8,-0.04075207990904331,9.273938913843669e-17,0.04075207990904331
SMNDC1,0.040729131451291166,9.647512416911387e-17,0.040729131451291166
EGLN2,0.04071664889634552,9.85690433936456e-17,0.04071664889634552
METTL3,-0.04070815523595405,1.0001939089833458e-16,0.04070815523595405
GSTM3,0.04069735554821332,1.0189392856523925e-16,0.04069735554821332
AUTS2,-0.040682929485542495,1.0445204704849614e-16,0.040682929485542495
FDFT1,0.04068125988834796,1.0475216852238965e-16,0.04068125988834796
ABCA3,0.0406743538987333,1.0600262572749602e-16,0.0406743538987333
EOMES,-0.040660385452540034,1.0857703488569648e-16,0.040660385452540034
TECPR1,0.040658250034717305,1.0897599117613842e-16,0.040658250034717305
AC023157.3,0.04064674683045798,1.1115010838491197e-16,0.04064674683045798
CAPS,-0.04063971296200555,1.1250052927558536e-16,0.04063971296200555
UBR5-AS1,0.04062527347985965,1.1532363548602113e-16,0.04062527347985965
HMSD,0.04062420237305777,1.1553581206008877e-16,0.04062420237305777
PAIP1,0.04060817865213896,1.1875629951375068e-16,0.04060817865213896
TMEM220,-0.040599455668667774,1.2054650758615586e-16,0.040599455668667774
ZNF814,-0.040596594597050534,1.211394569216236e-16,0.040596594597050534
FARSA,0.04059567811481729,1.2133000281039344e-16,0.04059567811481729
TBC1D32,-0.04059244890837634,1.2200374536492348e-16,0.04059244890837634
EIF2B2,0.0405852934263569,1.2350983799141293e-16,0.0405852934263569
AP002383.2,-0.04057901403138382,1.2484662317010977e-16,0.04057901403138382
TRIM36,0.0405776735140872,1.2513384077464563e-16,0.0405776735140872
ANKRD54,-0.04057744449025917,1.2518297625984713e-16,0.04057744449025917
LENG8-AS1,-0.04053127979028699,1.3548576624486657e-16,0.04053127979028699
PSMG2,-0.040527804842871926,1.3629427962625909e-16,0.040527804842871926
AC022087.1,-0.04051991586037019,1.381475035072067e-16,0.04051991586037019
RTF1,-0.04051474419007199,1.3937585453354097e-16,0.04051474419007199
ATP6V1G1,-0.04050365094245728,1.4204710783167057e-16,0.04050365094245728
PFKP,0.04049715815242658,1.4363392234671798e-16,0.04049715815242658
BRWD3,0.040475674366028315,1.4901009328210844e-16,0.040475674366028315
PHF8,0.04047097674572847,1.50211813488328e-16,0.04047097674572847
CHCHD6,-0.040467562842764516,1.510911300323451e-16,0.040467562842764516
CYP4F22,0.04046025745019275,1.529898590236063e-16,0.04046025745019275
ING3,0.04045792381877965,1.536013311639577e-16,0.04045792381877965
AACS,0.04045273009798948,1.5497088293742384e-16,0.04045273009798948
MRPL35,0.04045034853700533,1.5560290482218422e-16,0.04045034853700533
IRF2BP1,-0.04044837767727187,1.5612785534788088e-16,0.04044837767727187
TBCE.1,0.040440281333657145,1.583027462717492e-16,0.040440281333657145
MTREX,-0.040438006611766664,1.589191528289669e-16,0.040438006611766664
OLR1,0.0404312936769253,1.6075205984266332e-16,0.0404312936769253
CRELD1,0.040415803146926936,1.6506152122720565e-16,0.040415803146926936
LINC02580,-0.040398845260954226,1.6990984717831235e-16,0.040398845260954226
TPRG1-AS1,0.04039846549907479,1.7002001442299994e-16,0.04039846549907479
AL022344.2,0.04039842765593789,1.700309964074884e-16,0.04039842765593789
KLHDC4,-0.040389159078771115,1.727418825721282e-16,0.040389159078771115
RBM15B,-0.040370726538729244,1.7826030199164712e-16,0.040370726538729244
ZHX1,0.04036433485154593,1.8021416744330939e-16,0.04036433485154593
ZNF786,-0.04034940672906652,1.848601364345034e-16,0.04034940672906652
SPIN3,-0.04034899295906685,1.8499057865729382e-16,0.04034899295906685
TMEM52B,0.040344741751095405,1.8633605107066074e-16,0.040344741751095405
ALDH5A1,-0.040324965243132685,1.9272305969976035e-16,0.040324965243132685
VGF,0.04031693530393106,1.953775785941755e-16,0.04031693530393106
SACS,-0.04030427483523698,1.9963623390875157e-16,0.04030427483523698
ZNF20,0.04030042072557077,2.00950731433354e-16,0.04030042072557077
GATA3-AS1,-0.04029375651373744,2.0324381424098057e-16,0.04029375651373744
ZNF781,-0.04028939460863806,2.0475864523581041e-16,0.04028939460863806
ABT1,-0.04028461357001925,2.064318226833959e-16,0.04028461357001925
SLC16A4,-0.04028343777382106,2.0684536611311214e-16,0.04028343777382106
C9orf47,0.040279065188582555,2.083904415288283e-16,0.040279065188582555
LETM2,-0.040276298478398,2.0937394372932987e-16,0.040276298478398
ZNF28,0.04026568330575227,2.1319003182400607e-16,0.04026568330575227
TRIM61,-0.04025726543818281,2.1626487356978864e-16,0.04025726543818281
ANKS3,-0.04022596521994062,2.2808637898971884e-16,0.04022596521994062
ITM2C,-0.04022386987937735,2.2890011436708626e-16,0.04022386987937735
NDUFA10,0.04021080538356429,2.340387077122926e-16,0.04021080538356429
UBFD1,0.040205103780946244,2.3631677600312085e-16,0.040205103780946244
FSD1,-0.04019978778145535,2.3846046016100967e-16,0.04019978778145535
GSTA1,0.04019756904718473,2.393608270201806e-16,0.04019756904718473
MMEL1,0.04018151360456258,2.4597677754387077e-16,0.04018151360456258
PATZ1,-0.040175811429077404,2.483695795459209e-16,0.040175811429077404
TNPO2,0.040173930234391045,2.4916400661884534e-16,0.040173930234391045
AP002884.1,0.04017229302769655,2.4985743585355983e-16,0.04017229302769655
PARP15,-0.04017099866512358,2.5040700159733472e-16,0.04017099866512358
MPV17L2,0.040169229542067794,2.5116007070317583e-16,0.040169229542067794
IGSF22,-0.040161545370205415,2.544570096109144e-16,0.040161545370205415
CYP3A5,-0.040146244802199874,2.611493567140027e-16,0.040146244802199874
FUT1,0.04014012070414303,2.6387634196163456e-16,0.04014012070414303
ZNF282,0.04013971383623786,2.640585062670929e-16,0.04013971383623786
AC004951.1,0.0401371910950772,2.651907668239922e-16,0.0401371910950772
COPS8,0.04013621606791616,2.6562966104566614e-16,0.04013621606791616
CCR6,-0.040135980215375316,2.6573593411292527e-16,0.040135980215375316
CHRAC1,0.04013320939669663,2.6698758306647946e-16,0.04013320939669663
ZSCAN2,0.04011878735592056,2.7359681834112677e-16,0.04011878735592056
INO80D,-0.04011793691475539,2.7399154859590017e-16,0.04011793691475539
XPA,-0.040110986416697796,2.772387167197437e-16,0.040110986416697796
SPIN4,0.040107413988906694,2.7892242959863537e-16,0.040107413988906694
AP000894.4,0.04010660627886501,2.7930450433989697e-16,0.04010660627886501
AL592183.1,0.04010470047582659,2.802080607648792e-16,0.04010470047582659
CHCHD4,0.040089169891047834,2.8767943976891757e-16,0.040089169891047834
LRCH1,0.04008607674897603,2.8919075236499556e-16,0.04008607674897603
JOSD1,-0.04008388677444239,2.902655053018962e-16,0.04008388677444239
NLE1,-0.04008228315283545,2.910549953215189e-16,0.04008228315283545
TRGV10,-0.04006785676931157,2.9825318039145816e-16,0.04006785676931157
SRGAP3,0.04002781332164587,3.191654793094447e-16,0.04002781332164587
GPX3,0.04002288119415864,3.2183917383128454e-16,0.04002288119415864
CHEK2,0.040020216333138334,3.2329296202614194e-16,0.040020216333138334
MED12,0.04000792309685739,3.3008364808211014e-16,0.04000792309685739
CAB39L,0.03999614847259032,3.3671958894853977e-16,0.03999614847259032
PSD3,0.03996978969294487,3.52055194693308e-16,0.03996978969294487
ERI2,0.039968614997999294,3.5275442640248445e-16,0.039968614997999294
ACOT11,0.03995796022221992,3.591594645750503e-16,0.03995796022221992
TWIST1,0.039951797154587174,3.629165274255666e-16,0.039951797154587174
TRAPPC4,-0.03994934000133518,3.644252069060178e-16,0.03994934000133518
ABCB8,0.03993649572055889,3.724126998300782e-16,0.03993649572055889
ANKZF1,-0.03991369240756275,3.870207014802164e-16,0.03991369240756275
NR6A1,0.039863430226929404,4.212425551434245e-16,0.039863430226929404
KNOP1,-0.03986039027915132,4.2340540806877527e-16,0.03986039027915132
SARNP,0.03985857847855417,4.2469966359375184e-16,0.03985857847855417
FHL1,0.0398424741453872,4.363764353916313e-16,0.0398424741453872
BCLAF1,-0.03984097553147749,4.374789915611801e-16,0.03984097553147749
SRBD1,0.03984055484769539,4.3778898906823886e-16,0.03984055484769539
SUPT5H,0.039814510569337186,4.574082328332773e-16,0.039814510569337186
HILPDA,0.039807811906306924,4.625928722910219e-16,0.039807811906306924
EIF3A,-0.03979845743306605,4.6993008676609e-16,0.03979845743306605
MESP1,0.03979152635133038,4.754403558112235e-16,0.03979152635133038
SMG9,0.039790761485511666,4.760523177095045e-16,0.039790761485511666
GMEB2,0.0397745460534385,4.892103371393304e-16,0.0397745460534385
SOCS7,0.03977110053525982,4.920520306844727e-16,0.03977110053525982
CRYBB2,0.03977109769518758,4.920543797322937e-16,0.03977109769518758
RUVBL1,0.039769329174420956,4.935192862740503e-16,0.039769329174420956
FAM196A,0.03975506285657906,5.054946375350604e-16,0.03975506285657906
ZFP69B,-0.03973915281939389,5.1918766647925e-16,0.03973915281939389
MAP4K3,0.03973786669998748,5.203104038267442e-16,0.03973786669998748
HAX1,-0.039736401002621574,5.215928235024195e-16,0.039736401002621574
TOX,-0.039732119594896316,5.253567276810345e-16,0.039732119594896316
SHLD1,0.039717537459096924,5.383782108256873e-16,0.039717537459096924
AP000766.1,-0.03970037766600781,5.541092315112495e-16,0.03970037766600781
TOR1AIP1,0.03969999443604707,5.544656739296562e-16,0.03969999443604707
TTC30B,-0.03969742484073446,5.568614992326201e-16,0.03969742484073446
MYO19,-0.03969301520876117,5.60996723160361e-16,0.03969301520876117
RFC4,-0.03968161121677002,5.718318870031054e-16,0.03968161121677002
TNKS2,0.039676440084348175,5.768127873052501e-16,0.039676440084348175
ZNF439,-0.0396697681950572,5.833024400655532e-16,0.0396697681950572
PET117,-0.03966227772192281,5.90674068206281e-16,0.03966227772192281
PPP6R3,0.039620077052252706,6.33953104440554e-16,0.039620077052252706
TNNC1,-0.03961278580797538,6.41740884880758e-16,0.03961278580797538
BEST3,0.039609825640358344,6.449294763532966e-16,0.039609825640358344
CDC42SE1,0.03960718064458516,6.47791777885629e-16,0.03960718064458516
UNC5B,0.039606514648056555,6.485144612565456e-16,0.039606514648056555
CEP89,0.03957469286993193,6.839863413668677e-16,0.03957469286993193
SRSF3,-0.039568526368257334,6.910780328069135e-16,0.039568526368257334
URB1-AS1,0.039566274466632585,6.936858154686374e-16,0.039566274466632585
AL139246.3,-0.03955066273982846,7.120332796857372e-16,0.03955066273982846
CPLX1,-0.03953250760892342,7.33971753879484e-16,0.03953250760892342
AC087239.1,-0.03951800426820471,7.519747891420584e-16,0.03951800426820471
RAI1,0.039498959301450795,7.762775026636663e-16,0.039498959301450795
C2orf76,0.03949701678058837,7.787993619947806e-16,0.03949701678058837
NFKBIB,0.039494736022601076,7.817706379949617e-16,0.039494736022601076
SIKE1,0.03948981187230053,7.882237531626739e-16,0.03948981187230053
PODNL1,0.039471217908608996,8.130678951324889e-16,0.039471217908608996
UBE2V1,0.03946062727197671,8.275616629270984e-16,0.03946062727197671
LMF2,0.03945298880317799,8.381729607753051e-16,0.03945298880317799
CITED2,0.03942918005990504,8.721153466213263e-16,0.03942918005990504
PPP4R3A,0.039427133346759555,8.750956246458742e-16,0.039427133346759555
ZNF581,0.03942632735767699,8.76272000164147e-16,0.03942632735767699
SUZ12,-0.03941486703153729,8.931683715411027e-16,0.03941486703153729
STX18-AS1,-0.039406636057781066,9.055012328969434e-16,0.039406636057781066
DUS4L,-0.03939627552985934,9.212636197440167e-16,0.03939627552985934
MAFG-DT,0.039391971465273005,9.278909653511482e-16,0.039391971465273005
ASAP3,0.03938009724686203,9.464192384594726e-16,0.03938009724686203
AC008124.1,0.03937907999899903,9.480233755261294e-16,0.03937907999899903
ATP8B3,0.039357558756937305,9.825957936242769e-16,0.039357558756937305
GTF2H2C,-0.03934202120658311,1.0083249408849584e-15,0.03934202120658311
ANKRD34B,0.039335922784811565,1.018603895703616e-15,0.039335922784811565
AC098818.2,0.039331607526875076,1.0259396025949847e-15,0.039331607526875076
CGRRF1,-0.039320278940130626,1.0454461522655073e-15,0.039320278940130626
FXR2,0.039317915551542786,1.0495614674481746e-15,0.039317915551542786
AL158801.2,0.03931075770554937,1.0621228637605596e-15,0.03931075770554937
TDP1,-0.039307002061977986,1.0687728096978648e-15,0.039307002061977986
PCBP2,-0.039304794311689595,1.0727010959379685e-15,0.039304794311689595
KANTR,-0.03930150085297042,1.0785876496996147e-15,0.03930150085297042
ARC,0.03929183731454586,1.0960440256925933e-15,0.03929183731454586
USP7,0.039280788880043965,1.1163432637829855e-15,0.039280788880043965
AC098487.1,0.039272926992500616,1.1310129481601952e-15,0.039272926992500616
ANKRD35,0.0392718208221679,1.133092158209446e-15,0.0392718208221679
NKILA,-0.039270166148580025,1.136209391444442e-15,0.039270166148580025
UTRN,-0.039264079937077784,1.1477480329500382e-15,0.039264079937077784
BHLHE41,0.03925677827830099,1.1617433834301268e-15,0.03925677827830099
DDX1,-0.03925264004400992,1.1697497797904304e-15,0.03925264004400992
KLF5,-0.03925155085086719,1.1718661022432606e-15,0.03925155085086719
ACCS,0.03924909383357239,1.176653992496056e-15,0.03924909383357239
ZNF257,-0.039225654356119334,1.2233092421936367e-15,0.039225654356119334
ZNF383,-0.039223568296807974,1.2275486916438732e-15,0.039223568296807974
CEP104,0.0392113808675167,1.252607737829454e-15,0.0392113808675167
SOX6,0.03920447218955457,1.26703601504167e-15,0.03920447218955457
CD24,0.03920392050817023,1.2681951947262117e-15,0.03920392050817023
CLEC3B,0.03920060601981673,1.2751815413840843e-15,0.03920060601981673
AVL9,0.03919153694126985,1.2944918911206236e-15,0.03919153694126985
AL136162.1,0.039188833120701115,1.3003045404184497e-15,0.039188833120701115
AL596094.1,-0.039177304219852195,1.325379138422596e-15,0.039177304219852195
COQ10B,-0.03917616580085496,1.327880810048333e-15,0.03917616580085496
ITGA2,0.039174317484523,1.3319523878331273e-15,0.039174317484523
BRMS1L,0.03917357019080136,1.3336020582838596e-15,0.03917357019080136
AC026401.3,0.03915555133470635,1.3739941108624259e-15,0.03915555133470635
ZNF566,-0.039152044183644395,1.381994875818469e-15,0.039152044183644395
CD81,-0.03914089258649238,1.4077408545126736e-15,0.03914089258649238
OAZ3,0.039129189426084975,1.4352683029959084e-15,0.039129189426084975
ATP8A2,-0.03911516784989448,1.4689477829387127e-15,0.03911516784989448
TEX29,-0.03907725761402988,1.5639537694958751e-15,0.03907725761402988
ALOX12-AS1,0.039066871699533406,1.5910211975702675e-15,0.039066871699533406
AP001267.3,-0.039066360752049355,1.5923646538286185e-15,0.039066360752049355
HOOK2,-0.03906231858185838,1.6030323631170816e-15,0.03906231858185838
PAF1,0.03905477873023297,1.6231192497736969e-15,0.03905477873023297
GPR89A,-0.039038771375270204,1.6665897819604582e-15,0.039038771375270204
ANKRD6,0.03902738455822749,1.698208436808978e-15,0.03902738455822749
LINC02084,-0.039003498715008626,1.7664659561554288e-15,0.039003498715008626
AC007950.2,-0.03899568116814168,1.7893873044862494e-15,0.03899568116814168
TAF15,-0.03898827085691716,1.8113849392530077e-15,0.03898827085691716
AL954650.1,0.03897695530044001,1.8454901859462954e-15,0.03897695530044001
C2orf74,0.03897582890893753,1.84891955763181e-15,0.03897582890893753
AL021453.1,-0.03897342252787792,1.8562669799219535e-15,0.03897342252787792
AC008074.3,0.03897298321327477,1.8576114432449923e-15,0.03897298321327477
CCNB2,0.038946270375672,1.941189999915371e-15,0.038946270375672
TMEM259,-0.03894450010201472,1.9468578119953687e-15,0.03894450010201472
TTC32,-0.038939661272458743,1.962433380809161e-15,0.038939661272458743
CCDC91,-0.03892976191959652,1.9946814482534506e-15,0.03892976191959652
AL596325.1,-0.03892599702973136,2.00708242792119e-15,0.03892599702973136
FOXN3-AS1,0.038921468303690074,2.022099994866972e-15,0.038921468303690074
PIK3CA,-0.03887473798791818,2.1836699366345847e-15,0.03887473798791818
SLC35D3,0.0388659738443533,2.2153573698423783e-15,0.0388659738443533
PSD4,0.03886116449615536,2.2329379085347843e-15,0.03886116449615536
CD276,0.03885770317515768,2.245675693813627e-15,0.03885770317515768
HELQ,-0.03884782789229305,2.2824116954915945e-15,0.03884782789229305
GFPT1,0.038846955148853966,2.2856866144093152e-15,0.038846955148853966
TRNT1,-0.03883529294845428,2.3298949361998582e-15,0.03883529294845428
AL590705.1,-0.038834783980226176,2.3318433566379378e-15,0.038834783980226176
NQO1,0.03883191562653283,2.3428539608825246e-15,0.03883191562653283
DTWD1,0.03882749824226027,2.3599109607177293e-15,0.03882749824226027
CDK5RAP2,0.03882073728102172,2.38625437698005e-15,0.03882073728102172
OPRL1,0.03879371567875551,2.494463764195783e-15,0.03879371567875551
ASCC3,-0.038785464967387565,2.5284568201764116e-15,0.038785464967387565
TRMT13,-0.03877808698135738,2.559240302384778e-15,0.03877808698135738
TMEM64,0.0387685166731937,2.599721270836432e-15,0.0387685166731937
CNTRL,0.03875576017128302,2.654661101668769e-15,0.03875576017128302
KRT2,-0.0387451877035375,2.701059832127881e-15,0.0387451877035375
ELP1,0.038733369683043674,2.7538704066159684e-15,0.038733369683043674
HELLS,-0.03872957901483088,2.771023944899208e-15,0.03872957901483088
ATP9A,0.038708113883792195,2.870161159126714e-15,0.038708113883792195
ODF2,0.03870770125041134,2.872100729048122e-15,0.03870770125041134
NLRX1,0.03870380775512935,2.8904656352822917e-15,0.03870380775512935
THAP12,-0.03870245123348272,2.8968912212712204e-15,0.03870245123348272
ZNF264,-0.03870149683240754,2.901420465062966e-15,0.03870149683240754
ARL10,-0.03868550274301777,2.9783684431915997e-15,0.03868550274301777
GXYLT2,0.03868434152821418,2.9840326704961324e-15,0.03868434152821418
C11orf24,0.038682022550603816,2.9953760461352206e-15,0.038682022550603816
LMO7-AS1,-0.038663248829946796,3.088785265732884e-15,0.038663248829946796
IDH3A,0.038649144916148986,3.1608408336276886e-15,0.038649144916148986
AL117381.1,-0.03864807071136079,3.1663961808354895e-15,0.03864807071136079
KIAA1211,0.038645870305046,3.17780581302424e-15,0.038645870305046
TRPT1,0.03864130577377449,3.2016032321747913e-15,0.03864130577377449
AP000977.1,-0.03863889928793232,3.214220120734141e-15,0.03863889928793232
PMM2,-0.03863249154142603,3.2480543014599342e-15,0.03863249154142603
WDR49,0.03863079887465008,3.2570503147381864e-15,0.03863079887465008
DEFB1,0.0386269447275409,3.2776255671941515e-15,0.0386269447275409
INHBA-AS1,0.03862422676405295,3.292212227513087e-15,0.03862422676405295
NCR3LG1,0.03860648865127488,3.388990549197101e-15,0.03860648865127488
ASH1L-AS1,-0.0386033119982501,3.406615541892856e-15,0.0386033119982501
PYGM,-0.0386026910719139,3.410071150387333e-15,0.0386026910719139
GRTP1,0.038594817775663336,3.454188455285373e-15,0.038594817775663336
PDIK1L,-0.03859011121386569,3.480829115734075e-15,0.03859011121386569
CEP112,-0.03858701768308839,3.4984495717762008e-15,0.03858701768308839
RAD18,-0.038581099722919746,3.5324027457419835e-15,0.038581099722919746
AC025580.2,0.03857403809671325,3.573342213736187e-15,0.03857403809671325
AL137779.1,-0.03857351349532473,3.576402140492482e-15,0.03857351349532473
SORCS3,-0.03857137293144111,3.588914512555175e-15,0.03857137293144111
MRPL46,-0.038566241567984993,3.619084953839513e-15,0.038566241567984993
ZCCHC4,-0.038556385364941645,3.677737740019527e-15,0.038556385364941645
SPP1,0.03853748277669303,3.792854591342286e-15,0.03853748277669303
IL11RA,-0.0385295852414988,3.8419946980210816e-15,0.0385295852414988
NEK5,-0.03852847152095245,3.848974736911469e-15,0.03852847152095245
WFDC3,0.038512780182730404,3.9486545922693e-15,0.038512780182730404
AL358781.1,-0.03849928345993408,4.0364230279262074e-15,0.03849928345993408
FAAH,0.03849832705072493,4.042714869192866e-15,0.03849832705072493
UBA2,-0.03849762211655648,4.0473585347599195e-15,0.03849762211655648
MARCH6,-0.038496103665092755,4.0573789889186814e-15,0.038496103665092755
ARHGEF7,0.03849567235790197,4.0602296911179344e-15,0.03849567235790197
NEFH,0.03849111785522255,4.090453045005516e-15,0.03849111785522255
SCN9A,0.03848267514754173,4.1470651971579186e-15,0.03848267514754173
ATP5S,0.038469792508544626,4.23493872802631e-15,0.038469792508544626
PKNOX1,0.03846801366068723,4.24721553579226e-15,0.03846801366068723
AC109347.1,0.03846712483323866,4.253362943271613e-15,0.03846712483323866
TRBV18,-0.03846650095921992,4.2576830813933954e-15,0.03846650095921992
ZNF793-AS1,-0.038450271922478206,4.371594490830557e-15,0.038450271922478206
RIOK1,-0.038443783792086815,4.417969428782334e-15,0.038443783792086815
MALINC1,-0.038439705959481534,4.447363875359141e-15,0.038439705959481534
BCL9L,-0.03842175508143562,4.5790658337094406e-15,0.03842175508143562
AL139260.1,0.038410461761156214,4.663882375063705e-15,0.038410461761156214
TPRN,0.03841034830155752,4.6647422924357655e-15,0.03841034830155752
LY6G6D,0.03841028106152111,4.665251982519234e-15,0.03841028106152111
SLC25A28,0.038407980420014115,4.682724275014255e-15,0.038407980420014115
GIMAP4,-0.03839516341690398,4.781248948209683e-15,0.03839516341690398
RCSD1,0.038367987027406535,4.99695435276812e-15,0.038367987027406535
RPRD2,0.038367363487887086,5.002014309596873e-15,0.038367363487887086
AC145124.1,-0.03835092815905408,5.137218921905806e-15,0.03835092815905408
METTL18,-0.038343232568417825,5.201756800507862e-15,0.038343232568417825
FAM83G,0.03832399530348217,5.366598853315491e-15,0.03832399530348217
USP49,0.03832355891569721,5.370397242395973e-15,0.03832355891569721
ZNF485,-0.03831976515918425,5.403530406652772e-15,0.03831976515918425
PLXNA1,0.03831377776696727,5.456231724762783e-15,0.03831377776696727
AL138724.1,-0.03830947658947254,5.494402857379915e-15,0.03830947658947254
MRPL4,0.03829426505270016,5.631519351346966e-15,0.03829426505270016
LINC00642,0.03829262913860704,5.646464539417456e-15,0.03829262913860704
PRPF31,0.03828593845632558,5.707995884509805e-15,0.03828593845632558
AL035413.1,0.03828564509199928,5.710708881850252e-15,0.03828564509199928
SLC37A3,-0.0382779144194719,5.78266039504515e-15,0.0382779144194719
SPA17,0.038274760400183204,5.812271356996151e-15,0.038274760400183204
AL049543.1,-0.038272102325162066,5.83734208409488e-15,0.038272102325162066
MAGI3,-0.03827062431314477,5.851328579571165e-15,0.03827062431314477
ARMC3,0.038259882182676765,5.953977723495259e-15,0.038259882182676765
SBF1,0.03825155275674277,6.034789818224558e-15,0.03825155275674277
PHRF1,0.03824237743422004,6.125058733170699e-15,0.03824237743422004
MIER3,0.03823269471514708,6.221760880682516e-15,0.03823269471514708
ITLN1,0.038230896504096466,6.239884498744932e-15,0.038230896504096466
KDELC2,-0.03822945998599636,6.254400051882404e-15,0.03822945998599636
SNX33,0.03820124412837751,6.546344793057945e-15,0.03820124412837751
CLUH,0.03819873717759511,6.572923418193515e-15,0.03819873717759511
RPL34-AS1,-0.03819808911125088,6.5798114594852206e-15,0.03819808911125088
OPA3,0.03819643819421565,6.597390522922299e-15,0.03819643819421565
TSPOAP1,0.03819486145688161,6.614222869676509e-15,0.03819486145688161
LIPT2,-0.03818938588989537,6.6730058202959695e-15,0.03818938588989537
AC124068.2,-0.03818088372232244,6.7653013829150645e-15,0.03818088372232244
