gene,correlation,pvalue,abs_corr
COPS3,0.05219870748610048,1.7108620064840228e-26,0.05219870748610048
TGIF1,0.05219416272644057,1.7280173170169438e-26,0.05219416272644057
ZBTB34,0.05218637501923876,1.7578113078203385e-26,0.05218637501923876
PITPNC1,0.05216701276094823,1.834112211469868e-26,0.05216701276094823
CBLB,0.05215599298637309,1.87899459549533e-26,0.05215599298637309
ZDHHC23,0.052151573656572955,1.8972984298570551e-26,0.052151573656572955
DOC2B,0.0521305017328955,1.98703339138141e-26,0.0521305017328955
BPGM,-0.052093891764641416,2.1530519450379388e-26,0.052093891764641416
TMBIM1,-0.052087069146774245,2.1854775069372278e-26,0.052087069146774245
DENND1A,0.052072202628919526,2.2578192246694232e-26,0.052072202628919526
JARID2,0.05205911171519326,2.323483106730888e-26,0.05205911171519326
RSPH9,-0.052037910900457604,2.433864398563205e-26,0.052037910900457604
NUMA1,0.052032770787877124,2.4613998086721788e-26,0.052032770787877124
DTX3L,0.05202581966831266,2.4991285054017178e-26,0.05202581966831266
DLEU2,0.052013437689691126,2.567759856861573e-26,0.052013437689691126
CSRNP1,0.0520101713962996,2.586173737455185e-26,0.0520101713962996
PITPNB,0.0520008226774112,2.6396042105645746e-26,0.0520008226774112
SLC25A46,0.05199940561494983,2.6477980541157396e-26,0.05199940561494983
FAM172A,0.05198840319487697,2.712280849898621e-26,0.05198840319487697
RPRD2,0.0519874594660489,2.717883792285951e-26,0.0519874594660489
DHX30,0.05198446298781194,2.7357501235095474e-26,0.05198446298781194
CTR9,0.05198188465183688,2.7512164610004837e-26,0.05198188465183688
ENDOG,0.05194514682333235,2.981241747130503e-26,0.05194514682333235
C1orf123,0.05194320622720861,2.9939088718711526e-26,0.05194320622720861
RBM15B,0.0519396426010637,3.017309330795564e-26,0.0519396426010637
ELF4,0.05193473673211334,3.0498204570583866e-26,0.05193473673211334
ASNA1,0.051928883232183524,3.0890661311370776e-26,0.051928883232183524
MAN2B2,0.05192505661413405,3.1149924557494366e-26,0.05192505661413405
PPP1R8,0.0519215571403969,3.138891063978968e-26,0.0519215571403969
ESRRA,0.05189763606294406,3.307192095113073e-26,0.05189763606294406
AFAP1,-0.05189583274497042,3.320236350185783e-26,0.05189583274497042
NKTR,0.05189361044325184,3.336381483377517e-26,0.05189361044325184
FBXO21,0.05189226050180767,3.3462268453684156e-26,0.05189226050180767
JAGN1,0.05188777020695805,3.3791830395134306e-26,0.05188777020695805
LRPPRC,0.05188320242034382,3.413038090767386e-26,0.05188320242034382
ATP9A,-0.0518825313720898,3.418039941173832e-26,0.0518825313720898
HK3,0.051879519396565,3.4405802141575804e-26,0.051879519396565
GNA13,0.051869141050122254,3.519381556096231e-26,0.051869141050122254
CASP4,0.05186908979299169,3.519775150512213e-26,0.05186908979299169
GCH1,0.051861366512216074,3.5795822065698414e-26,0.051861366512216074
SLC25A1,0.051854415701989065,3.6342681056339586e-26,0.051854415701989065
LAMP2,0.051853084757035386,3.644833468413053e-26,0.051853084757035386
AP002954.1,0.05184327116250516,3.7236817511575437e-26,0.05184327116250516
LZIC,0.05181977529889702,3.919398371302604e-26,0.05181977529889702
IKBKB,0.051817783200150895,3.9364537267589377e-26,0.051817783200150895
UBA6,0.051817149833870646,3.9418916905519334e-26,0.051817149833870646
ST6GAL1,0.05180330084476421,4.0626756935664406e-26,0.05180330084476421
AC243829.4,-0.05179311451171768,4.153850568604522e-26,0.05179311451171768
RHOA,0.05176736719735919,4.393449619174087e-26,0.05176736719735919
IGLL5,0.05173813803742411,4.682086786422428e-26,0.05173813803742411
PKIG,-0.051726735237687956,4.7997177956412137e-26,0.051726735237687956
FAF1,0.05171941059509449,4.8768189930726405e-26,0.05171941059509449
EGLN1,0.05168025117377297,5.310327373256037e-26,0.05168025117377297
PILRB,0.05167829958273776,5.332904156407912e-26,0.05167829958273776
FRYL,0.05167806431844296,5.335632205380973e-26,0.05167806431844296
NOP16,0.051661748040119596,5.528244048361994e-26,0.051661748040119596
SNX11,0.0516365253411105,5.839639724620185e-26,0.0516365253411105
TAF11,0.051617306749770324,6.088524029286484e-26,0.051617306749770324
ARHGAP9,0.05161339760804996,6.140420408115292e-26,0.05161339760804996
RSPH14,-0.05161183675004114,6.161264073970245e-26,0.05161183675004114
PLBD2,0.051610534928478564,6.178702198750397e-26,0.051610534928478564
ZNF524,0.05158095985257792,6.588313996153348e-26,0.05158095985257792
ING2,0.05157766229899453,6.635620433425662e-26,0.05157766229899453
LINC00667,0.05157668718267002,6.649673762453347e-26,0.05157668718267002
C11orf96,-0.05157117840232647,6.729621897782281e-26,0.05157117840232647
MRPL2,0.051560007775690433,6.894675810412498e-26,0.051560007775690433
SNX13,0.05152757767740475,7.396930966065077e-26,0.05152757767740475
EPC2,0.05151479710749144,7.604683438992989e-26,0.05151479710749144
ARF1,-0.051513137728541804,7.632077939843897e-26,0.051513137728541804
UROD,-0.05151139264734266,7.660992810798829e-26,0.05151139264734266
MIEF1,0.0514962279320638,7.916877492594618e-26,0.0514962279320638
IFT20,0.05149311571530776,7.970430439837733e-26,0.05149311571530776
NTHL1,0.05147617328476082,8.268323933405273e-26,0.05147617328476082
NFIC,0.05147403755731142,8.306650483987555e-26,0.05147403755731142
CD27,0.05146603755313942,8.451785568555817e-26,0.05146603755313942
DESI2,0.05145873720228608,8.586419437170453e-26,0.05145873720228608
RCHY1,0.051447944349608116,8.789365814217316e-26,0.051447944349608116
ITPR1,0.05141471009918006,9.444631585894384e-26,0.05141471009918006
GUCY1A1,-0.051392537742322546,9.90848985481488e-26,0.051392537742322546
C6orf226,0.0513902331585473,9.95797966008581e-26,0.0513902331585473
NADSYN1,0.05138986698328117,9.96586561779507e-26,0.05138986698328117
CBX1,0.05138525090814987,1.0065809921111335e-25,0.05138525090814987
NUPL2,0.05138523040789773,1.0066255987698522e-25,0.05138523040789773
ASPH,-0.051385190359739936,1.0067127455213385e-25,0.051385190359739936
AMDHD2,0.051381167784384126,1.0155042691446013e-25,0.051381167784384126
SAMM50,0.05137034378615681,1.0395402636179286e-25,0.05137034378615681
IKBKE,0.05137000090678266,1.0403108119828001e-25,0.05137000090678266
SETDB1,0.05136883150235868,1.0429430593923879e-25,0.05136883150235868
UBE2H,-0.05136419158948033,1.053452392207073e-25,0.05136419158948033
C1orf53,0.051355638879205245,1.0730999297946002e-25,0.051355638879205245
DNAJB14,0.05134899818954394,1.0886052015865772e-25,0.05134899818954394
ZC3H7A,0.05134319178206061,1.1023443365557105e-25,0.05134319178206061
RASSF5,0.05133430083163342,1.1237158630383385e-25,0.05133430083163342
ANAPC7,0.051333260579094195,1.126243039014501e-25,0.051333260579094195
ZMAT3,0.05133308416948049,1.1266721644950715e-25,0.05133308416948049
MAP3K20,0.05133222939166385,1.1287537516063137e-25,0.05133222939166385
AC108863.1,0.05132803098187734,1.1390333445924766e-25,0.05132803098187734
ANKRD28,-0.051319632843247205,1.1598749870545296e-25,0.051319632843247205
ASPHD2,0.051291954417472675,1.2312765468509508e-25,0.051291954417472675
HPRT1,0.05129130618219718,1.2329999700391007e-25,0.05129130618219718
MACF1,0.05128996166262391,1.2365821868958889e-25,0.05128996166262391
RPN1,0.05125646008718159,1.3292481100346998e-25,0.05125646008718159
YAF2,0.051251399468766314,1.3438317419148815e-25,0.051251399468766314
ZNF592,0.05124152203597286,1.372754730638251e-25,0.05124152203597286
NISCH,0.05122926180263159,1.4095144259724999e-25,0.05122926180263159
LINC00861,0.051225619942622425,1.4206205081891883e-25,0.051225619942622425
MAL,-0.051221928037181806,1.4319677257620105e-25,0.051221928037181806
VPS4B,0.051182891304576525,1.5575842745684696e-25,0.051182891304576525
TP53,0.05117183663428673,1.5951004917775305e-25,0.05117183663428673
CDK10,0.05115795615863231,1.643477057644489e-25,0.05115795615863231
SNAPC2,0.05115454067038416,1.6556020018268586e-25,0.05115454067038416
SYNRG,0.05115151051085354,1.6664332211236224e-25,0.05115151051085354
GPBP1L1,0.051150875961022205,1.6687102785660945e-25,0.051150875961022205
CD24,0.05114822379133371,1.6782609107083404e-25,0.05114822379133371
BBOF1,-0.05113595120880096,1.7231653441889333e-25,0.05113595120880096
ILKAP,0.05113172574945663,1.7388998978396965e-25,0.05113172574945663
RECQL,0.05111231133400608,1.8130439646906797e-25,0.05111231133400608
FBXO33,0.05110943468844007,1.8242932282944851e-25,0.05110943468844007
LINC01011,-0.05110603084385333,1.8376935047123177e-25,0.05110603084385333
HAUS1,0.05110086393316781,1.8582212701584658e-25,0.05110086393316781
TSG101,0.051094067888050404,1.8855678451204018e-25,0.051094067888050404
DENND4B,0.05108637711336497,1.9169960042000732e-25,0.05108637711336497
PPP1R15B,0.05107908475571517,1.94727531703408e-25,0.05107908475571517
AF127577.4,-0.05107653578088402,1.9579705650122612e-25,0.05107653578088402
HMOX2,0.05107328254964338,1.9717054035736255e-25,0.05107328254964338
MRVI1,-0.0510657805695452,2.0037430886370732e-25,0.0510657805695452
DEF6,0.05106222564735943,2.019104233936523e-25,0.05106222564735943
SAFB2,0.05105934898588994,2.0316199324486186e-25,0.05105934898588994
CYP27A1,0.05105254410149446,2.061533306946913e-25,0.05105254410149446
RAB21,0.051049174170101165,2.0765082665136425e-25,0.051049174170101165
XXYLT1,0.05104504815568719,2.094989889703879e-25,0.05104504815568719
IMPDH2,0.05104468303224425,2.0966332137489526e-25,0.05104468303224425
CYP2R1,0.05103860956925116,2.1241563660968684e-25,0.05103860956925116
NAGPA,0.0510374258781535,2.1295620498204456e-25,0.0510374258781535
CCNK,0.05103353089800838,2.1474460720020695e-25,0.05103353089800838
C3orf14,0.05103293648776013,2.150188399052597e-25,0.05103293648776013
ERP44,0.05101522458445485,2.233514418746122e-25,0.05101522458445485
IER3,-0.0510041174625821,2.2873924869941567e-25,0.0510041174625821
HMGA1P4,0.05098972320982177,2.359135804175376e-25,0.05098972320982177
KNDC1,0.05098924925330926,2.361535620289597e-25,0.05098924925330926
PI4KB,0.05098449317749643,2.3857517235751213e-25,0.05098449317749643
PLAGL2,0.05098326454508417,2.392047338640811e-25,0.05098326454508417
ETV6,0.050974950665567724,2.435083119469412e-25,0.050974950665567724
CETP,-0.05095866873858556,2.5215993832515965e-25,0.05095866873858556
TCTEX1D1,-0.050905216328916626,2.8276080866652655e-25,0.050905216328916626
HCFC1,0.0508912841175812,2.913239187468333e-25,0.0508912841175812
SETD2,0.050891223690513444,2.9136161294379997e-25,0.050891223690513444
GLCE,0.05088004545217134,2.984183517311306e-25,0.05088004545217134
SLC49A3,0.05087560038397466,3.0127132218082557e-25,0.05087560038397466
ME2,0.050874103077462665,3.0223840824552503e-25,0.050874103077462665
ATP13A2,0.050872095627538215,3.035398161681241e-25,0.050872095627538215
GOLM1,0.05086742313703414,3.0659048442400466e-25,0.05086742313703414
H1F0,-0.050863687426745297,3.0905136847463295e-25,0.050863687426745297
SNHG21,0.05083470606739996,3.288195474422827e-25,0.05083470606739996
IL1B,0.050833497806236604,3.296703652922061e-25,0.050833497806236604
GAS7,0.050811371857253256,3.4564217724688516e-25,0.050811371857253256
SLC5A6,0.0508014273389844,3.53068225245896e-25,0.0508014273389844
DPYD,0.050796454326577346,3.568408915928107e-25,0.050796454326577346
C15orf53,-0.05078950988642937,3.6217606191140613e-25,0.05078950988642937
TBC1D10A,0.05078761291751464,3.6364713086051176e-25,0.05078761291751464
METTL16,0.050777376490350384,3.7168808901120023e-25,0.050777376490350384
AL133342.1,0.050775850528042725,3.7290176348500473e-25,0.050775850528042725
AC118549.1,0.05076965521275889,3.778696755129068e-25,0.05076965521275889
TRIM26,0.05076678711867358,3.8019170223210825e-25,0.05076678711867358
RBM18,0.05075892473256523,3.866298951832152e-25,0.05075892473256523
ZBTB11,0.05075849803324754,3.8698237621278686e-25,0.05075849803324754
RRAGA,0.05075393048321981,3.9077547065342252e-25,0.05075393048321981
CLK4,0.05073169396220112,4.0977443143832614e-25,0.05073169396220112
PAXIP1-AS1,0.05072629897403422,4.145202110635526e-25,0.05072629897403422
KDELR1,0.05072323287418249,4.1724157950314065e-25,0.05072323287418249
MSI2,0.05071937496003387,4.20690899600092e-25,0.05071937496003387
RIN3,0.0507186941633929,4.213025189388902e-25,0.0507186941633929
LINC02284,-0.05070715084825006,4.3180803580747985e-25,0.05070715084825006
STK25,0.05069439766402953,4.437166446384486e-25,0.05069439766402953
RNF38,0.05067902831437011,4.58501255977496e-25,0.05067902831437011
GBP5,0.05066598424874367,4.714312427658397e-25,0.05066598424874367
PNRC2,0.0506467264678958,4.911837806101494e-25,0.0506467264678958
KLHL7,0.05064551449600731,4.924539622989678e-25,0.05064551449600731
NRIP3,-0.0506188675201525,5.212179544245955e-25,0.0506188675201525
SESN1,0.050562704057456144,5.874078521866382e-25,0.050562704057456144
UTP11,0.05056011095652449,5.906572903533786e-25,0.05056011095652449
PHF14,0.050553809862828994,5.986276570098933e-25,0.050553809862828994
SERTAD1,0.050535842876096124,6.219442897729537e-25,0.050535842876096124
ATP6V0E2,0.05052085777728903,6.420777206733579e-25,0.05052085777728903
IL12RB1,0.050511956612089695,6.5434132817896565e-25,0.050511956612089695
TMEM273,0.05050786929702216,6.600501163219316e-25,0.05050786929702216
DR1,0.050493331524151336,6.807579531098985e-25,0.050493331524151336
EEA1,0.05049295194990053,6.813071600832283e-25,0.05049295194990053
BHLHE41,0.050490596620681595,6.847249192402627e-25,0.050490596620681595
ABLIM3,-0.050461393669433814,7.285382687498409e-25,0.050461393669433814
PPIP5K2,0.05044386468567306,7.561594366360479e-25,0.05044386468567306
POLDIP2,0.0504221307958267,7.918509449069074e-25,0.0504221307958267
PATL2,0.05042094167107425,7.938511840144047e-25,0.05042094167107425
PPP1R17,0.05041798299507255,7.988497531490116e-25,0.05041798299507255
CEP164,0.05041635992569299,8.016050988165109e-25,0.05041635992569299
TPT1,-0.05040560272535932,8.201061893776492e-25,0.05040560272535932
ZNF350,0.05038343890098628,8.595695073683274e-25,0.05038343890098628
SMIM12,0.05038310081760713,8.601858158477862e-25,0.05038310081760713
MED27,0.050367709412006155,8.887120855752511e-25,0.050367709412006155
CIZ1,0.050365518244943515,8.92848664357698e-25,0.050365518244943515
PXK,0.050364936961959574,8.939492330232121e-25,0.050364936961959574
AC239800.3,0.050359349911606587,9.045962228278674e-25,0.050359349911606587
NFYC,0.05035639465503594,9.102786255345049e-25,0.05035639465503594
DRD4,0.05035406620231521,9.147806991908648e-25,0.05035406620231521
LATS1,0.05035000417202328,9.22687525204596e-25,0.05035000417202328
THOC5,0.050347731875745136,9.271400903573798e-25,0.050347731875745136
GLUL,0.05033359589303177,9.55321633476077e-25,0.05033359589303177
WDR26,0.050323654665670715,9.756471581055629e-25,0.050323654665670715
ARL16,0.05032122602385423,9.806774512683104e-25,0.05032122602385423
WDR20,0.050310425326255744,1.0033612901503593e-24,0.050310425326255744
IL10RB-DT,0.050289289391934416,1.0492659309120252e-24,0.050289289391934416
GTPBP4,0.05028020113550561,1.0696385685081328e-24,0.05028020113550561
ATF6,0.05027625905838109,1.078596703321902e-24,0.05027625905838109
ITGA6,-0.05027494510750256,1.0815990629311719e-24,0.05027494510750256
AC073111.5,0.05025789387942767,1.1213200099418791e-24,0.05025789387942767
FAM120AOS,0.050240472844676316,1.163394835121794e-24,0.050240472844676316
CD46,0.05023276990437137,1.1824939247040443e-24,0.05023276990437137
RNF2,0.05020239239246163,1.260889318616115e-24,0.05020239239246163
MAPK7,0.050197821234866734,1.2731235963058414e-24,0.050197821234866734
SAP30BP,0.05018649885881523,1.303935612506976e-24,0.05018649885881523
PDLIM7,-0.05015650904888595,1.3891638469619486e-24,0.05015650904888595
GABPA,0.050150386965311766,1.407228913173855e-24,0.050150386965311766
MED19,0.05014881915227032,1.4118925313085166e-24,0.05014881915227032
CA5B,0.05012441804368503,1.4864811180221916e-24,0.05012441804368503
GALE,0.05012265663367658,1.4920139740763482e-24,0.05012265663367658
TARBP2,0.050106835956511504,1.5426325891505644e-24,0.050106835956511504
SIRT6,0.050060455597967866,1.7010405122946982e-24,0.050060455597967866
FASTKD3,0.05004569377359839,1.754761449388033e-24,0.05004569377359839
GNPDA1,0.05004023704106079,1.7750420845176906e-24,0.05004023704106079
PTRH1,0.05003453748441027,1.796473148431633e-24,0.05003453748441027
SLC39A3,-0.05000180764549148,1.924597246377254e-24,0.05000180764549148
GZMM,0.04999548720061481,1.950362350930124e-24,0.04999548720061481
AKAP8L,0.04998450679756441,1.9959385932101908e-24,0.04998450679756441
NDUFAF4,0.049983097226268945,2.0018651771668925e-24,0.049983097226268945
BBC3,0.04998098567128981,2.010775904225371e-24,0.04998098567128981
ATF6B,0.04997958777438575,2.016696610529469e-24,0.04997958777438575
DHFR,0.04997477137430078,2.0372287428258377e-24,0.04997477137430078
GALNT3,0.049967169955666725,2.070055378777379e-24,0.049967169955666725
CAMSAP1,0.049958524340804035,2.1080286193888783e-24,0.049958524340804035
CLDND1,0.049956917753635005,2.1151607130487814e-24,0.049956917753635005
GSK3A,0.049952483695873864,2.1349690076507757e-24,0.049952483695873864
SLC35F6,0.04993747192001543,2.2034052818323635e-24,0.04993747192001543
AC244090.1,0.04991714992101577,2.2995238453789625e-24,0.04991714992101577
SIGLEC5,0.049908776627143374,2.3403254816758074e-24,0.049908776627143374
C16orf91,0.04990373756760463,2.365224764912369e-24,0.04990373756760463
GPCPD1,0.04990298860981755,2.368947888828923e-24,0.04990298860981755
EXOSC7,0.04989815468910588,2.3931177049881307e-24,0.04989815468910588
AIRE,0.04989360482268439,2.416090339423042e-24,0.04989360482268439
RAB11FIP2,0.04989040834251668,2.4323601306929687e-24,0.04989040834251668
NOL10,0.04988215288612265,2.474883463264169e-24,0.04988215288612265
GBP1,0.04987353463453962,2.520061255556571e-24,0.04987353463453962
VPS33A,0.049862821764780414,2.57735958806611e-24,0.049862821764780414
SMAD5,0.04985591146583528,2.615002433226642e-24,0.04985591146583528
ABCB8,0.049855193764604046,2.6189430870245917e-24,0.049855193764604046
RRP1B,0.04985089260907524,2.642682833566377e-24,0.04985089260907524
THADA,0.04984340921768883,2.6844957117226033e-24,0.04984340921768883
PUM1,0.04984061353000786,2.700283977940399e-24,0.04984061353000786
RBBP7,0.04984010238026267,2.703180556373663e-24,0.04984010238026267
WHAMM,0.04982182343829732,2.8088113554656145e-24,0.04982182343829732
FRS2,0.049812099608743624,2.8666592955539667e-24,0.049812099608743624
MPHOSPH6,0.04980919294330244,2.8841793030654205e-24,0.04980919294330244
SLC18A2,-0.04980460844268328,2.9120283165973266e-24,0.04980460844268328
ID1,0.049801751793783086,2.929515844409929e-24,0.049801751793783086
PARP10,0.049787193248874505,3.0202677455135973e-24,0.049787193248874505
AQP3,0.049787108421793465,3.0208045990721937e-24,0.049787108421793465
CXCL2,0.049785730064964624,3.029541200834779e-24,0.049785730064964624
SLC37A1,0.04978092709622573,3.060180436257601e-24,0.04978092709622573
ZNF652,0.049779382200915455,3.070100766855461e-24,0.049779382200915455
ARL4D,0.04976820175282837,3.142850197505018e-24,0.04976820175282837
NUP107,0.049743207456993135,3.311717496527431e-24,0.049743207456993135
COP1,0.049730512784243175,3.400896363628104e-24,0.049730512784243175
CLEC4G,0.049719756988512866,3.478313318446782e-24,0.049719756988512866
MRPS17,0.04970180824038908,3.611408394798239e-24,0.04970180824038908
PPP2R5C,0.049699724635712886,3.6271820369206644e-24,0.049699724635712886
E2F2,0.049690967016430415,3.694229968895279e-24,0.049690967016430415
TBK1,0.04968610062617962,3.732015924285779e-24,0.04968610062617962
MALSU1,0.049685505216607785,3.736665293460784e-24,0.049685505216607785
HDAC8,0.04968503144235141,3.740368948560695e-24,0.04968503144235141
CASP7,0.04967911615414014,3.786918022763311e-24,0.04967911615414014
DMAP1,0.04967123346575474,3.8498420323304915e-24,0.04967123346575474
GBP2,0.04966073253684155,3.9352776610070016e-24,0.04966073253684155
XPA,0.049634363634613404,4.158183217104098e-24,0.049634363634613404
CEP63,0.049620578642315526,4.279644636178236e-24,0.049620578642315526
EXOC1,0.04961456511384251,4.333725357942883e-24,0.04961456511384251
PTEN,0.049614231575271395,4.336744663047642e-24,0.049614231575271395
SQOR,0.04958823343625109,4.578613038155787e-24,0.04958823343625109
FASTK,0.049568175217736064,4.774309068295758e-24,0.049568175217736064
LARGE1,0.04956200769993243,4.836130649395668e-24,0.04956200769993243
SEH1L,0.04955940981853406,4.862407850485408e-24,0.04955940981853406
ACYP1,0.04954270002194329,5.0348377919366676e-24,0.04954270002194329
VPS28,0.0495370496514227,5.0945038833578315e-24,0.0495370496514227
CD180,0.04953514076469381,5.114818952639745e-24,0.04953514076469381
AC008105.3,0.0495127934389098,5.358699154340267e-24,0.0495127934389098
WNK1,0.04950413090375786,5.4563020238266625e-24,0.04950413090375786
CISD1,0.04949905267520813,5.514336148675613e-24,0.04949905267520813
SMG7,0.04948774959335495,5.64571194467187e-24,0.04948774959335495
FUBP1,0.04947249394336256,5.82795627801127e-24,0.04947249394336256
NPEPPS,0.049470605002562146,5.850923174570955e-24,0.049470605002562146
SUMF2,0.04946427788462896,5.928507094942251e-24,0.04946427788462896
TMEM80,0.04944573015229072,6.161861780953577e-24,0.04944573015229072
ACAP3,0.0494442344617895,6.181071147806751e-24,0.0494442344617895
DNM1,-0.04943895980743124,6.249288887983717e-24,0.04943895980743124
AC137932.3,0.04942574591470985,6.423477088163492e-24,0.04942574591470985
ZNF107,0.04942167901779068,6.478049191711987e-24,0.04942167901779068
AC022182.2,-0.04941338036886865,6.590833982020913e-24,0.04941338036886865
TATDN3,0.04940893644498991,6.652027523789465e-24,0.04940893644498991
MRPL9,0.049408095848492144,6.663665797881521e-24,0.049408095848492144
SH3PXD2B,0.04939138835074817,6.899214626460842e-24,0.04939138835074817
ENOX2,0.049380697714234215,7.054242581039456e-24,0.049380697714234215
ROCK1,0.04935786566889808,7.39698288400916e-24,0.04935786566889808
UBE2Q1,0.049354988847236186,7.441321439105606e-24,0.049354988847236186
TNFSF9,0.049354718383277166,7.445503433340732e-24,0.049354718383277166
ZNF75A,0.04935297579364109,7.472503739690156e-24,0.04935297579364109
PNO1,0.049344728468500465,7.601612059339553e-24,0.049344728468500465
CDKN2AIPNL,0.04933143472526255,7.814385666596122e-24,0.04933143472526255
PHF3,0.04931711382564578,8.050201875758613e-24,0.04931711382564578
DAP3,0.04931576947323176,8.072697318127481e-24,0.04931576947323176
TWSG1,-0.04929796195424018,8.376615829219677e-24,0.04929796195424018
GIT1,0.04928845136557229,8.543545897232666e-24,0.04928845136557229
SDHC,0.04928757568587558,8.559080480481207e-24,0.04928757568587558
ZC3H18,0.0492752722009262,8.78032532884462e-24,0.0492752722009262
ADNP,0.04927132727863593,8.852456111133473e-24,0.04927132727863593
GRSF1,0.04922228799369129,9.799633672513094e-24,0.04922228799369129
TOB2,0.049214562463841434,9.957734723963007e-24,0.049214562463841434
GLA,-0.04921014250346748,1.0049321412147388e-23,0.04921014250346748
ABHD13,0.04920454666970445,1.0166471053017091e-23,0.04920454666970445
DAPL1,0.049203013250386875,1.0198808831212763e-23,0.049203013250386875
FLII,0.049202844384749075,1.0202376204024418e-23,0.049202844384749075
VEZT,0.049196025593966276,1.0347463708246354e-23,0.049196025593966276
CENPT,-0.049180060726562884,1.0695198974752442e-23,0.049180060726562884
GHDC,0.04917572997385614,1.0791507392939814e-23,0.04917572997385614
BMS1,0.0491683486709882,1.0957638022843155e-23,0.0491683486709882
DTX1,0.04916112733849296,1.1122618566892901e-23,0.04916112733849296
GABARAPL2,-0.04914905658781604,1.1403900040772084e-23,0.04914905658781604
VENTX,0.04914897048065703,1.1405931666651815e-23,0.04914897048065703
SNX22,0.04914043161200115,1.1609189425836355e-23,0.04914043161200115
ARSD,0.04913809204713845,1.166550332999672e-23,0.04913809204713845
RCAN1,0.04911850723972857,1.2147649547872514e-23,0.04911850723972857
PGM2L1,0.049117123050339793,1.2182463223325541e-23,0.049117123050339793
SH2B2,0.04909656175954422,1.2711385596731633e-23,0.04909656175954422
PIGB,0.04908105819953966,1.312518203921149e-23,0.04908105819953966
SCO1,0.049072379774787574,1.3362607429651585e-23,0.049072379774787574
TWF1,0.04906087745159126,1.3683854926319872e-23,0.04906087745159126
KIF1C,0.049047094674606724,1.4078878912541977e-23,0.049047094674606724
CNEP1R1,0.04904498019205526,1.4140472412868192e-23,0.04904498019205526
HEXIM1,0.04902728829751341,1.4666392886322084e-23,0.04902728829751341
SEC14L5,-0.04902256899156664,1.48099246691127e-23,0.04902256899156664
UBE2D4,0.04902048315787964,1.487380511148295e-23,0.04902048315787964
IL10,0.049009436465350144,1.5216696027853616e-23,0.049009436465350144
MT1H,0.048990251715995387,1.5830894051982875e-23,0.048990251715995387
IGFBP6,0.048985123449416496,1.5999192144460285e-23,0.048985123449416496
EMG1,0.04897515604699284,1.6331384033300234e-23,0.04897515604699284
KCNK6,0.048971256491372024,1.646319852401544e-23,0.048971256491372024
KTI12,0.0489608513011901,1.6820097621430098e-23,0.0489608513011901
FAM210B,-0.04893529089027684,1.7729678256225435e-23,0.04893529089027684
HSPA14.1,0.048925103516557086,1.810562782127204e-23,0.048925103516557086
RPS6KB1,0.04892267830592936,1.8196283505872246e-23,0.04892267830592936
AC016876.1,0.04891656608585551,1.842676036467564e-23,0.04891656608585551
SUPT5H,0.0489090693421238,1.8713394458966155e-23,0.0489090693421238
NMT1,0.04890822809892277,1.8745833192199722e-23,0.04890822809892277
NLN,0.048869605959154704,2.0296633591550032e-23,0.048869605959154704
CDK5,0.04886319593803867,2.0566031085359272e-23,0.04886319593803867
FRAT2,0.04886001696075862,2.0700946084631772e-23,0.04886001696075862
DUSP4,0.048852323107817924,2.103110928774906e-23,0.048852323107817924
SMS,0.04883060302606603,2.1991575308032108e-23,0.04883060302606603
GRAMD1C,0.048820562184600444,2.2450140974210922e-23,0.048820562184600444
PDE7A,0.04881881044590725,2.253110734670493e-23,0.04881881044590725
ABCD3,0.048807421778905145,2.306459416738468e-23,0.048807421778905145
POM121C,0.048801387624129035,2.335230574666504e-23,0.048801387624129035
BMF,0.04879158205372794,2.3827438120057943e-23,0.04879158205372794
ABI1,0.04878118808705921,2.4341534421094667e-23,0.04878118808705921
ZNF317,0.04877927442605647,2.4437376190121137e-23,0.04877927442605647
COQ2,0.048773751317641945,2.4716090144776905e-23,0.048773751317641945
ASNSD1,0.048767976754151184,2.501085925572444e-23,0.048767976754151184
ECSIT,0.048763706208491464,2.523109057244239e-23,0.048763706208491464
SMARCA4,0.04875944782180873,2.545260661821213e-23,0.04875944782180873
SYT17,0.04875437690101823,2.571890269073258e-23,0.04875437690101823
TFRC,0.04875288441649741,2.579780367222542e-23,0.04875288441649741
AC025159.1,0.04873971974451179,2.6504223094262785e-23,0.04873971974451179
INTS6,0.04873250861682847,2.689925835058579e-23,0.04873250861682847
CACUL1,0.04872773310640955,2.716407024844655e-23,0.04872773310640955
AP1M2,-0.04872505040333425,2.7313962285693534e-23,0.04872505040333425
SH3BGRL3,0.04872258086371443,2.7452667918517077e-23,0.04872258086371443
NHLRC3,0.04870285686567637,2.858581862177745e-23,0.04870285686567637
YDJC,0.048679450304668526,2.999074718204409e-23,0.048679450304668526
SDHAF3,0.0486735158368466,3.0357682453397713e-23,0.0486735158368466
HBG1,-0.04867231484139886,3.0432480480065706e-23,0.04867231484139886
MGME1,0.048670043342917045,3.0574448739229885e-23,0.048670043342917045
NUAK2,0.04866269011247699,3.1038536723777616e-23,0.04866269011247699
ARFGAP3,0.048654627171414916,3.1555436631800023e-23,0.048654627171414916
NTSR1,0.048647456087245786,3.202231689672407e-23,0.048647456087245786
DNAJB12,0.04864415654958475,3.223942759287678e-23,0.04864415654958475
TRPM7,0.048640199511878965,3.250172475348466e-23,0.048640199511878965
SEC24D,0.048639430432415386,3.255294883602836e-23,0.048639430432415386
