gene,correlation,pvalue,abs_corr
CYBA,0.21291022609895366,0.0,0.21291022609895366
RPL8,0.2126108744313112,0.0,0.2126108744313112
DUSP1,0.21243561589746957,0.0,0.21243561589746957
GMPR,-0.212380640799454,0.0,0.212380640799454
KRT10,0.21125306077565983,0.0,0.21125306077565983
WFDC1,-0.21071903011392454,0.0,0.21071903011392454
MMRN1,-0.20969725639485878,0.0,0.20969725639485878
PSME2,0.20869344139310053,0.0,0.20869344139310053
RGS18,-0.20839603655371428,0.0,0.20839603655371428
CD79B,0.20837076793933693,0.0,0.20837076793933693
ITGB2,0.20806443488347648,0.0,0.20806443488347648
CALD1,-0.2068082732124095,0.0,0.2068082732124095
SELP,-0.2065043795621805,0.0,0.2065043795621805
HIGD2A,0.20614442224938653,0.0,0.20614442224938653
COX7C,0.2058389159363733,0.0,0.2058389159363733
RPS15,0.20452477590766263,0.0,0.20452477590766263
HBA1,-0.20411996819021544,0.0,0.20411996819021544
PDZK1IP1,-0.20396099185034786,0.0,0.20396099185034786
C19orf33,-0.2028926507306813,0.0,0.2028926507306813
TGFB1I1,-0.2024360894921995,0.0,0.2024360894921995
FAU,0.2017280008502685,0.0,0.2017280008502685
XIST,0.20074888853959622,0.0,0.20074888853959622
ANXA2,0.20023304515000853,0.0,0.20023304515000853
POU2F2,0.19997738248755353,0.0,0.19997738248755353
MTURN,-0.19946217881396855,0.0,0.19946217881396855
FBP1,0.19877791622393517,0.0,0.19877791622393517
SLC25A6,0.1985322509388138,0.0,0.1985322509388138
MAP3K8,0.1982828130177033,0.0,0.1982828130177033
TPM1,-0.1981950932159498,0.0,0.1981950932159498
CLU,-0.1977845542060253,0.0,0.1977845542060253
HBA2,-0.19752273522106506,0.0,0.19752273522106506
DBI,0.19737194834668179,0.0,0.19737194834668179
CTTN,-0.19733932593667133,0.0,0.19733932593667133
APRT,0.19619890475761173,0.0,0.19619890475761173
IRF8,0.1961950550550035,0.0,0.1961950550550035
RPL26,0.19591923416422607,0.0,0.19591923416422607
RPL23A,0.19581352697824778,0.0,0.19581352697824778
ALOX12,-0.19454754671233498,0.0,0.19454754671233498
PTGS1,-0.19449111549152195,0.0,0.19449111549152195
HLA-DMB,0.19443240239053067,0.0,0.19443240239053067
AP001189.1,-0.1941432440972251,0.0,0.1941432440972251
HERPUD1,0.1941429914552701,0.0,0.1941429914552701
TNFRSF13C,0.19350831320899387,0.0,0.19350831320899387
GRAP2,-0.19350397680769715,0.0,0.19350397680769715
NPC2,0.19145855462910852,0.0,0.19145855462910852
FCGRT,0.19098262760258047,0.0,0.19098262760258047
FAXDC2,-0.19094103841615392,0.0,0.19094103841615392
HBG2,-0.19082143538010968,0.0,0.19082143538010968
RACK1,0.18998700605836152,0.0,0.18998700605836152
MT-ATP6,0.18950822113851634,0.0,0.18950822113851634
SPX,-0.1892785773134935,0.0,0.1892785773134935
MARCO,0.189036751431251,0.0,0.189036751431251
RNASET2,0.18861150643614746,0.0,0.18861150643614746
GTF3A,0.18840373163607405,0.0,0.18840373163607405
ARL4A,0.18808192667231824,0.0,0.18808192667231824
FCGR3A,0.1879685380541787,0.0,0.1879685380541787
LSM7,0.18766125169230494,0.0,0.18766125169230494
C4orf48,0.18716456769926118,0.0,0.18716456769926118
ISG20,0.18693393961017488,0.0,0.18693393961017488
YWHAB,0.18608204033578282,0.0,0.18608204033578282
PTCRA,-0.1860676458543731,0.0,0.1860676458543731
CD4,0.18565381211940843,0.0,0.18565381211940843
CD9,-0.18536268037123882,0.0,0.18536268037123882
PPP1R14A,-0.18500641167675044,0.0,0.18500641167675044
IER5,0.1845820733008245,0.0,0.1845820733008245
PCSK6,-0.18443173221554904,0.0,0.18443173221554904
ARL6IP4,0.1837303713896865,0.0,0.1837303713896865
EIF3K,0.18355340983558607,0.0,0.18355340983558607
CTDSPL,-0.1833997361245049,0.0,0.1833997361245049
DDX21,0.18241732604986854,5.402417291733575e-308,0.18241732604986854
CD48,0.18228499218211638,1.5265333964447354e-307,0.18228499218211638
CD81,0.18227395144154637,1.664668406169878e-307,0.18227395144154637
RGS2,0.1822619579341416,1.828912677326608e-307,0.1822619579341416
MTSS1,0.1822492428123073,2.020755695281598e-307,0.1822492428123073
RPL28,0.18219076860351363,3.1966556252319327e-307,0.18219076860351363
RPS9,0.18213393348428467,4.991479052402349e-307,0.18213393348428467
LY86,0.18198136726014938,1.6497759252813538e-306,0.18198136726014938
SSBP4,0.18184455016154036,4.81537625146455e-306,0.18184455016154036
RPS5,0.18093357103470556,5.896916983852855e-303,0.18093357103470556
MYLK,-0.18066733732582183,4.67701784659768e-302,0.18066733732582183
RPS23,0.18056669713875,1.022271740841892e-301,0.18056669713875
ARPC3,0.180314581072699,7.2345915564181665e-301,0.180314581072699
C2orf88,-0.18021113601885494,1.6134166774169483e-300,0.18021113601885494
